snomed_ref,snomed_descr
249444002,quiste en cuerda vocal
249453009,aduccion alterada de la cuerda vocal durante la fonacion
249459008,quiste supraglotico
249489001,atragantamiento
249504006,eliminacion de gases
249519007,diarrea y vomitos
249537008,hallazgo de ombligo
249565005,hallazgo relacionado con el higado
249578005,hallazgo de riñon
249582007,riñón ausente
249590007,soplo abdominal
249597005,hallazgo de recto
249604002,hallazgo de prostata
249607009,prostata agrandada
249645005,esfinter anal con hipertono
249690001,pseudoartrosis de clavicula
249785006,torsion tibial
249912007,tobillo rigido
249913002,rodilla rigida
249914008,cadera rígida
249918006,hombro rigido
249939004,debilidad de musculos proximales
249944006,monoparesia - brazo
249945007,monoparesia de pierna
249966004,espasmos
249989007,sensacion de caida
250069006,tension muscular
250098005,compromiso oligoarticular
250102002,inestabilidad de rodilla
250131003,artritis de articulacion de miembro inferior
250389000,tipo antigenico Kell
250423000,prueba de embarazo positiva
250425007,prueba de embarazo negativa
250426008,resultado dudoso de prueba de embarazo
250975000,insuficiencia paraprotésica de válvula aórtica
250976004,insuficiencia de la valvula aortica
250987007,insuficiencia de protesis de valvula mitral
251015000,arteria coronaria - hallazgo
251019006,hallazgo relacionado con injerto-puente coronario
251023003,injerto coronario permeable
251024009,estenosis de injerto coronario
251030009,estenosis de stent coronario
251036003,dilatacion de la raiz aortica
251047005,dilatacion de arteria pulmonar
251150006,ritmo sinusal
251158004,taquicardia ventricular
251159007,taquicardia ventricular
251165007,taquicardia nodal
251167004,complejos de latidos prematuros aberrantes
251175005,complejos ventriculares prematuros
251183004,complejo de conduccion aberrante
251684006,prueba oftalmologica - hallazgo
251979003,escape urinario
252005008,cistocele femenino
252030006,miccion disfuncional
252041008,hallazgo de miccion
252246005,pseudoxantoma elastico
253000007,carcinoma neuroendocrino
253001006,carcinoma de celulas de Merkel
253011004,luxacion de lente intraocular
253184003,malformacion de chiari
253185002,malformacion de chiari tipo i
253361002,dilatación de la aurícula izquierda
253375009,displasia de valva tricuspidea
253522006,dilatacion del ventriculo cardiaco derecho
253528005,displasia arritmogenica del ventriculo derecho
253588008,displasia de valvula pulmonar
253623006,atresia de tronco pulmonar
253645007,dilatacion de aorta ascendente
253681005,cayado aórtico interrumpido distal a la arteria subclavia izquierda
253695008,anomalia de rama del cayado aortico
253737007,laringomalacia congenita
253859003,malformacion congenita del sistema urinario
253878003,riñon poliquistico del adulto tipo 1
253976003,contractura de musculo esternocleidomastoideo
253978002,caracteristicas dismorficas
254023004,anormalidad congenita de la forma del craneo
254157005,ictiosis vulgar
254199006,linfedema hereditario
254290004,trastorno linfoproliferativo posterior a trasplante
254437001,carcinoma de celulas escamosas de la mucosa yugal
254462001,carcinoma de la glándula parótida
254470006,tumor benigno de la cavidad timpanica
254553001,carcinoma del cardias
254582000,adenocarcinoma del recto
254588001,polipo de intestino
254589009,sindrome de neurofibromatosis
254594009,hamartoma del intestino
254609000,carcinoma de la ampolla de Vater
254622008,carcinoma de celulas escamosas de bronquio
254626006,adenocarcinoma del pulmon
254629004,carcinoma de celulas grandes de pulmon
254632001,carcinoma de celulas pequeñas de pulmon
254634000,carcinoma de celulas escamosas de pulmon
254637007,cancer pulmonar de celulas no microciticas
254638002,tumor del vertice pulmonar
254642004,adenoma de pulmon
254645002,mesotelioma maligno de pleura
254650008,carcinoma de piel
254651007,carcinoma de celulas escamosas de la piel
254662007,queratoacantoma
254666005,queratosis
254671003,quiste sebaceo infectado
254677004,quiste triquilemico
254701007,carcinoma basocelular
254702000,carcinoma basoescamoso de la piel
254716005,hidrocistoma ecrino
254727007,enfermedad de paget cutanea extramamaria
254767008,leiomioma cutaneo
254774003,sindrome de cobb
254788004,angioqueratoma cutaneo
254806009,nevus azul
254811006,nevo epitelioide y fusocelular
254818000,nevus displasico
254819008,sindrome del nevo atipico
254829001,liposarcoma
254830006,tumor lipomatoso benigno
254837009,tumor maligno de mama
254838004,carcinoma de mama
254845004,fibroma mamario
254849005,carcinoma ovarico
254852002,carcinoma endometrioide de ovario
254877001,sarcoma de utero
254878006,carcinoma endometrial
254886006,carcinoma de celulas escamosas de cuello uterino
254887002,adenocarcinoma de cuello uterino
254893005,carcinoma de vagina
254894004,neoplasia intraepitelial vaginal
254895003,carcinoma de celulas escamosas de la vulva
254896002,melanoma maligno de vulva
254900004,carcinoma de prostata
254913005,neoplasia del tracto urinario propiamente dicho
254915003,adenocarcinoma renal
254921004,angiomiolipoma renal
254936001,tumor glial de cerebro
254938000,astrocitoma cerebral
254956000,adenoma de hipofisis
254962005,adenoma de hipofisis no funcionante
254965007,macroadenoma hipofisario
254978007,meningioma de la vaina del nervio óptico
254979004,melanocitoma de la cabeza del nervio optico
255006004,nevo de conjuntiva
255024002,nevo de membrana coroides
255028004,carcinoma tiroideo folicular
255029007,carcinoma tiroideo papilar
255032005,carcinoma medular de tiroides
255033000,adenoma de tiroides
255035007,carcinoma suprarrenal
255036008,adenoma adrenal
255046005,
255047001,tumor neuroendocrino benigno
255052006,tumor maligno de origen desconocido
255069008,"carcinoma de labio, cavidad oral y faringe"
255071008,carcinoma de celulas escamosas de labio
255106001,teratoma de testiculo
255108000,carcinoma de vejiga
255109008,carcinoma urotelial vesical
255119002,linfangitis carcinomatosa
255143004,neoplasia intraepitelial anal
255150000,carcinoma in situ del tracto urinario propiamente dicho
255155005,adenoma pleomorfico de la glandula parotida
255163006,papiloma benigno de laringe
255184001,papiloma de piel
255187008,lipoma cutaneo
255522009,neuromiopatía
257277002,trastorno neuromuscular
258149004,hallazgo en la deglución
260030003,daltonismo
260246004,hallazgo relacionado con la agudeza visual
261808007,hemorragia cerebral neonatal
262285001,peso disminuido
262286000,peso aumentado
262519004,traumatismo multiple
262520005,lesion traumatica de pulgar
262524001,lesion traumatica de columna vertebral lumbar
262525000,traumatismo toracico
262526004,herida de piel
262540003,herida incisa
262551003,picaduras de pulga
262555007,herida por mordedura humana
262557004,herida profunda
262574004,herida de bala
262577006,lesion por desollamiento
262581006,quemadura en la cabeza
262582004,quemadura de cara
262596005,amputacion traumatica de pulpejo de dedo de la mano
262599003,cuerpo extraño en aparato respiratorio
262600000,cuerpo extraño en bronquio principal derecho
262624008,tampon retenido en vagina
262631007,abrasion de paladar
262651006,hematoma de lengua
262689001,contusion de cerebro
262693007,lesion cerebral difusa
262749000,herida en parpado
262750000,herida abierta periocular
262752008,laceracion de conducto lagrimal
262754009,lesion traumatica orbitaria
262758007,lesion traumatica de conducto auditivo externo
262773008,hematoma de glandula tiroides
262784001,contusion pulmonar
262785000,laceracion pulmonar
262790002,hematoma esofágico
262793000,laceración de esófago
262796008,hematoma de higado
262797004,hematoma subcapsular del higado
262799001,contusion del higado
262802005,laceracion de higado
262818004,hematoma esplenico
262822009,laceracion de bazo
262826007,hematoma peripancreatico
262832002,hematoma de glandula suprarrenal
262841007,laceración de estómago
262876009,hematoma rectal
262891006,hematoma de riñon
262893009,laceracion de riñon
262902006,hematoma de via urinaria
262909002,perforacion de vejiga urinaria
262935001,desgarro de la pared vaginal
262952002,hematoma subdural intracraneal traumatico
262955000,hemorragia subaracnoidea debida a lesion traumatica
262966007,desgarro fibrilar muscular
262969000,hematoma intramuscular
262971000,lesion de tendon de la mano
262979003,ruptura traumática de tendón del músculo bíceps
262983003,seccion de tendon
262990008,esguince del antebrazo
263000005,esguince de cápsula articular
263002002,sección traumática de cápsula articular
263009006,luxacion de articulacion esternoclavicular
263019000,luxacion de articulacion acromioclavicular
263021005,luxacion anterior de articulacion de hombro
263022003,luxacion posterior de hombro
263023008,luxacion de la cabeza radial
263026000,luxacion perisemilunar
263028004,luxacion de extremidad inferior
263029007,luxacion de rotula
263030002,luxacion dedo pie
263041000,subluxacion de la articulacion atlanto-occipital
263048006,subluxacion de articulacion esternoclavicular
263049003,subluxacion acromioclavicular
263051004,subluxacion de articulacion de hombro
263059002,subluxacion de articulacion femororrotuliana
263063009,fractura-luxacion articular
263067005,fractura-luxacion de sinfisis pubica
263069008,fractura-luxación de columna vertebral cervical
263070009,fractura del ahorcado
263074000,fractura-luxación de articulación esternoclavicular
263077007,fractura-luxacion de articulacion de hombro
263078002,fractura-luxacion de articulacion de codo
263085003,fractura-luxacion de dedo de la mano
263089009,fractura-luxacion de la articulacion de la rodilla
263091001,fractura-luxacion de la articulacion del tobillo
263118005,derrame articular traumatico
263122000,lesion de rodete glenoideo de articulacion de hombro
263125003,lesion de la placa palmar de articulacion de dedo
263126002,lesion de ligamentos
263128001,esguince de ligamento de codo
263129009,esguince de ligamento de dedo de la mano
263130004,esguince de ligamento del pulgar
263133002,esguince de ligamento lateral de articulacion de tobillo
263134008,ruptura de ligamento
263150000,fractura de hueso petroso
263152008,fracturas faciales multiples
263156006,fractura de maxilar superior
263163006,fractura de complejo cigomatico
263164000,fractura malar
263167007,fractura por estallido de orbita
263171005,fractura de huesos nasales
263172003,fractura de mandibula
263175001,fractura dentoalveolar mandibular
263191003,fractura de cuello del humero
263192005,fractura de extremo distal de humero
263193000,fractura supracondilea de humero
263195007,fractura proximal del radio
263196008,fractura de cabeza de radio
263197004,fractura de cuello de radio
263198009,fractura de diafisis de radio
263199001,fisura de radio
263200003,fractura de Barton de la palma de la mano
263203001,fractura de extremo proximal de cubito
263204007,fractura de diafisis de cubito
263205008,fractura de extremo distal de cúbito
263206009,fractura de extremo proximal de radio y cubito
263207000,fractura diafisaria de radio y/o cubito
263208005,fractura de extremo distal de radio y cubito
263209002,fractura de base de quinto metacarpiano
263210007,fractura de cuello de quinto metacarpiano
263219008,fractura de ambas ramas pubicas
263220002,fractura de isquion
263225007,fractura de femur proximal
263226008,fractura pertrocanterea
263228009,fractura basicervical de cuello de femur
263229001,fractura subcapital de cuello de femur
263232003,fractura de femur distal
263233008,fractura no expuesta de femur
263235001,fractura supracondilea de femur
263236000,fractura de condilo femoral
263240009,fractura de pilon tibial
263241008,fractura de Tillaux
263242001,fractura de perone distal
263244000,fotosensibilidad
263245004,fractura de hueso del tarso
263246003,fractura de astragalo
263247007,fractura de calcaneo
263248002,fractura de escafoides tarsiano
263249005,fractura de hueso cuboides
263251009,fractura de metatarso
263252002,fractura de base de quinto metatarsiano
263257008,lesion traumatica de cartilago costal
264516005,dactilitis
264552009,deficit neurologico
264558008,hematoma pelvico
264580006,alteracion de la funcion tiroidea
264633009,"degeneracion macular, estadio de drusas"
264867001,proteinuria nefrotica
266108008,exantema de mano
266113007,verrugas genitales
266127002,sifilis primaria
266143009,chancroide
266158001,candidiasis interdigital
266162007,enterobiasis
266249003,hipertrofia ventricular
266257000,ataque isquemico transitorio
266261006,fenomeno de Raynaud
266330004,ruptura de venas varicosas
266350000,neumonia lobar neumococica
266429005,boqueras
266433003,enfermedad por reflujo gastroesofagico con esofagitis
266434009,dismotilidad esofagica
266463007,absceso de musculo psoas iliaco
266464001,hemorragia de recto y ano
266474003,litiasis biliar
266556005,cálculo de riñón y uréter
266569009,hiperplasia prostatica benigna
266579006,trastorno inflamatorio de la mama
266589005,endometriosis de ovario
266599000,dismenorrea
266601003,menstruacion excesiva y frecuente
266603000,sangrado relacionado con la ovulacion
266890009,antecedente familiar de alcoholismo
266959008,problemas relacionados con el trabajo
266987004,antecedente de cancer
267023007,ingestion excesiva
267024001,perdida anormal de peso
267036007,disnea
267038008,edema
267039000,tumefaccion de tobillo
267064002,retencion urinaria
267067009,dolor de fosa renal
267073005,suicida
267076002,problemas relacionados con la soledad
267078001,movimiento involuntario
267095009,problema del habla
267096005,dolor de cabeza frontal
267097001,ideas culposas
267102003,garganta irritada
267103008,globo histérico
267204006,infeccion de las vias genitourinarias en el embarazo
267258002,feto pequeño para la edad gestacional
267272006,defectos de coagulacion en el posparto
267278005,partos con ventosa
267340006,pirexia materna en el trabajo de parto
267369002,bocio simple
267432004,hipercolesterolemia pura
267433009,hipergliceridemia pura
267434003,hiperlipemia combinada
267447008,hiposmolalidad y/o hiponatremia
267513007,anemias por deficiencia
267530009,anemia aguda posthemorragica
267532001,trastorno plaquetario cualitativo
267534000,trombocitopenia primaria
267550008,metahemoglobinemia congenita
267576008,"encefalitis, mielitis y encefalomielitis"
267626000,catarata hipermadura
267660007,escleritis posterior
267718000,degeneracion macular asociada a la edad
267756004,congestion - trompa de Eustaquio
267802000,prurito de organos genitales
267874003,esclerodermia
267949000,dolor en articulacion de hombro
267954009,artralgia de tobillo y/o pie
267981009,dolor en la columna dorsal
268029009,fractura patologica
268054009,artrosis multiple
268058007,infección por Schistosoma japonicum
268228006,criptorquidia bilateral
268240006,torticolis congenito
268274005,encondromatosis
268375009,Mantoux: negativa
268376005,Mantoux: positiva
268471004,hemorragia vaginal
268478005,uno de los gemelos
268519009,diabetes mellitus mal controlada
268619003,"trastorno maniaco, episodio unico"
268621008,episodios depresivos mayores recurrentes
268674003,trastorno del desarrollo de la función motora
268846006,hipocalcemia neonatal
268868001,recien nacido muy prematuro
269080004,fractura no expuesta de humero distal
269107002,"luxación traumática no expuesta de articulación de hombro, posterior"
269134004,esguince de codo y antebrazo
269138001,distension de tendon de musculos gemelos
269169002,herida de espalda
269170001,herida abierta en el gluteo
269172009,herida abierta de region inguinal
269175006,rasgo beta talasemico
269191009,efecto tardio de complicacion de atencion medica y quirurgica
269219004,hematoma subungueal
269303008,lesion perioperatoria
269475001,tumor maligno de tejido hematopoyetico
269476000,linfoma nodular
269485000,lesion benigna mama
269516007,carcinoma de lengua
269533000,carcinoma del colon
269579005,melanoma maligno del tronco
270492004,bloqueo auriculo-ventricular de primer grado
270500004,prolapso de cordón umbilical
270887007,ruptura de quiste sinovial de rodilla
270909006,perforacion duodenal
271089001,deformidad de hueso del carpo
271137009,mala circulacion - alteracion vasomotora
271366000,diverticulitis del tracto gastrointestinal
271376002,embolia gaseosa
271428004,trastorno esquizoafectivo
271437004,situacion problematica relacionada con los antecedentes sociales y personales
271468000,neoplasia maligna de organo genitourinario
271558008,mononucleosis infecciosa
271569006,Hidrocefalia comunicante
271570007,trastorno de la capsula del cristalino
271576001,fractura-luxacion de Galeazzi
271577005,fractura diafisaria de tibia y perone
271578000,falla mecanica de protesis articular
271587009,rigidez
271594007,sincope
271609003,portador de protesis ocular
271648003,ortostatismo
271653008,ingurgitacion venosa yugular
271681002,dolor gastrico
271691008,asimetria mamaria
271700006,corea
271713000,inestabilidad general
271719001,hipertension intracraneal
271737000,sindrome anemico
271739002,cera en el conducto auditivo
271748007,hallazgo en la laringe
271756005,erupcion cutanea inespecifica
271757001,erupcion papulosa
271760008,pustula
271765003,costra cutanea
271767006,descamacion cutanea
271771009,tumefaccion articular
271782001,somnolencia
271789005,vertigo-mareo
271794005,trastorno del ciclo sueño-vigilia
271795006,malestar y fatiga
271801002,alteracion del sentido del gusto
271807003,erupcion cutanea inespecifica
271808008,edema generalizado
271809000,edema periferico
271811009,eritema facial
271813007,petequias
271823003,taquipnea
271825005,distiquiasis
271827002,esputo anormal - color
271832001,"dolor por flatulencias, eructos y meteorismo"
271834000,eructo
271853005,dolor en hipocondrio
271857006,dolor en la region lumbar
271860004,bulto abdominal
271863002,color anormal de la materia fecal
271868006,flujo vaginal anormal
271877004,sofocos
271939006,secrecion vaginal
271941007,secrecion de mama
271943005,carcinoma de la base de la lengua
271947006,fobia a la escuela
271952001,reaccion de adaptacion
271955004,retraccion de pezon
271963003,fractura de ala iliaca
271972006,trastorno con la sonda vesical
271973001,trastorno ocasionado por dispositivo anticonceptivo intrauterino
271983002,alteracion del sistema de marcapasos cardiaco
271984008,trastorno de válvula cardíaca protésica
271989003,trastorno por implante de mama
272588001,deficit nutricional calorico
273965001,dermatosis por cuerpo extraño
274080003,gastroenteritis bacteriana
274085008,carcinoma de amigdala
274100004,hemorragia cerebral
274116002,herpes en el embarazo
274121004,enfermedad cardiaca en el embarazo
274134003,leucoplasia
274137005,lesion de disco lumbar
274141009,contractura de tendon
274142002,contractura palmar de Dupuytren
274144001,osteitis
274146004,fractura patologica de vertebra
274152003,listesis vertebral
274160002,fractura de falange del pulgar
274162005,esguince de region dorsal
274164006,traumatismo craneoencefalico leve
274165007,laceracion de piel
274172008,laceracion de dedo de la mano
274179004,hematoma traumatico
274180001,lesion traumatica superficial de cara
274183004,lesión traumática superficial de pared abdominal
274191008,lesion traumatica superficial de hombro
274192001,lesion traumatica superficial de la muñeca
274193006,lesion traumatica superficial del dedo
274197007,lesion traumatica superficial de la extremidad inferior
274199005,lesion traumatica superficial del pie
274203005,hematoma subungueal del pie
274204004,quemadura de cornea
274205003,quemadura de region ocular
274227007,corte accidental
274279008,dolor renal
274521009,anormalidad en el electroencefalograma
274533004,hallazgos anormales en imagenes diagnosticas de pulmon
274540003,problemas de la alimentacion
274653009,preocupación e inquietud inapropiada por eventos estresantes
274663001,dolor agudo
274667000,dolor de mandibula
274668005,dolor toracico no cardiaco
274708000,esputo anormal
274714007,sombra pulmonar
274718005,inflamacion testicular
274724004,edema localizado
274732007,extravasacion de orina
274739003,tumefaccion toracica
274741002,adenopatias generalizadas
274743004,tumefaccion de region inguinal
274751001,masa de cabeza y/o cuello
274754009,tumefacción pélvica
274758007,masa umbilical
274759004,tumefacción umbilical
274769005,albuminuria
274774002,niveles elevados de transaminasas y acido lactico deshidrogenasa
274782002,gammaglutamil transferasa por encima del rango de referencia
274783007,cetonuria
274864009,enfermedad por deposito de glucogeno debida a deficiencia de maltasa
274908005,deleción con reordenamiento complejo
274949005,lesiones de piel autoinfligidas
274950005,bruxismo durante el sueño
275273001,infeccion de injerto
275274007,infeccion de protesis
275277000,"amnesia, postraumatica"
275320004,lesion ungueal
275322007,cicatriz
275333005,luxacion del astragalo
275334004,distension de hombro
275335003,ruptura traumatica del tendon de Aquiles
275338001,fractura no expuesta de dos costillas
275388009,intoxicacion por antihistaminicos
275393007,infeccion oral
275408006,insuficiencia renal posoperatoria
275412000,cistitis del embarazo
275448003,dermatitis anal
275453008,cuerpo extraño en dedo de la mano
275461003,herida de uña de dedo del pie
275476006,cuerpo extraño debajo del parpado
275481002,otitis media no supurada
275482009,hipoacusia por ototoxicidad
275496003,infeccion nasal
275498002,infeccion del tracto respiratorio
275504005,quiste de pulmon
275507003,ausencia de pulmon
275517008,trombosis venosa superficial
275519006,malformacion arteriovenosa periferica
275526006,antecedente de accidente cerebrovascular
275544003,antecedente de: trastorno cardíaco
275546001,historia de trombosis
275563002,antecedente de: donacion de medula osea
275631003,paciente en estudio cardíaco
275723000,deterioro del estado del paciente
275739007,amilasa sérica por encima del rango de referencia
275741008,leucocitos en orina
275881005,antecedente de: enfermedad de transmision sexual
275937001,antecedente familiar de neoplasia maligna
276074009,estres en el trabajo
276079004,problemas de sociedad
276177000,enfermedad ocular tiroidea
276227005,choque refractario
276296007,trance disociativo
276319003,hallazgo relacionado con el sangrado menstrual
276320009,lesion de mucosa
276335005,cadera mantenida en rotacion externa
276369006,movimientos fetales disminuidos
276375002,loquios malolientes
276402001,muñon umbilical humedo
276421009,seccion traumatica de tendon flexor largo - zona 1
276427008,seccion traumatica de tendon flexor largo - zona 5
276429006,seccion traumatica de tendon extensor - zona 3
276433004,herida por picadura de insecto
276444007,prurito generalizado
276508000,hidropesia fetal
276514007,insuficiencia cardiaca neonatal
276544005,apnea de la prematuridad
276549000,ictericia fisiologica neonatal
276552008,daño hepatocelular perinatal
276603001,trastorno perinatal de crecimiento y/o desarrollo
276609002,anormalidad relacionada con el peso al nacer
276610007,recien nacido con bajo peso al nacer
276612004,lactante de extremado bajo peso al nacer
276613009,alto peso de nacimiento
276621003,lesion del cuero cabelludo del neonato
276622005,hemorragia subaponeurotica epicraneal
276650005,hemorragia subependimaria perinatal
276654001,malformacion congenita
276657008,sindrome de superposicion
276658003,inmadurez extrema
276709006,fontanela grande
276712009,peso normal al nacimiento
276713004,eliminacion tardia del meconio
276720006,dismorfismo
276796006,taquicardia auricular
276799004,dermatitis seborreica
276803003,adenocarcinoma de esofago
276804009,carcinoma de celulas escamosas del esofago
276805005,leiomioma del esofago
276811008,linfoma gastrico
276817007,meningoencefalitis linfocitica
276826005,glioma maligno de cerebro
276836002,linfoma cerebral primario
276837006,quiste epidermoide de cerebro
276853009,lesion autoinfligida
276867000,estenosis de anastomosis urologica
276870001,carcinoma de trompa de Falopio
276875006,"neoplasia intraepitelial vulvar, grado 3"
276883000,peritonitis asociada con dialisis peritoneal
276952000,carcinoma escamoso de la lengua
276953005,carcinoma escamoso de las encias
276954004,carcinoma escamoso del piso de la boca
276962007,carcinoma escamoso del paladar
276975007,carcinoma de laringe
277010001,episodio inexplicado de disfuncion del trasplante renal
277171005,vesiculas en el conducto auditivo
277180005,parálisis del sueño
277185000,schwannoma del trigemino
277188003,compresion de nervio cubital
277466009,trastorno linfoproliferativo
277485007,hipoplasia pulmonar secundaria
277496004,compresion del nervio auditivo
277505007,meduloblastoma de cerebelo
277537008,pancreatitis aguda posterior a colangiopancreatografia retrograda endoscopica
277545003,leucemia linfocitica cronica de celulas T
277550009,sindrome de richter
277567002,leucemia prolinfocitica de celulas t
277569004,leucemia de linfocitos granulares grandes
277571004,leucemia linfoblastica aguda de linfocitos B
277572006,leucemia linfoblastica aguda de celulas precursoras de linfocitos B
277575008,leucemia linfoblastica aguda de celulas t
277577000,gammapatia monoclonal de significacion incierta
277605001,sindrome de lisis tumoral
277615007,linfoma B de bajo grado
277617004,linfoma B de alto grado
277626001,linfoma b de alto grado difuso
277643003,linfoma de celulas t de alto grado
277654008,linfoma de celulas T asociado a enteropatia
277843001,alteracion de conducta
277844007,linfangioleiomiomatosis pulmonar
277869007,neumonia por micobacterias no tuberculosas
277879009,neuropatia autonoma
277890004,tumefaccion de dedo de pie
278017001,orina maloliente
278040002,perdida de cabello
278054005,carcinoma lobulillar de mama
278284007,hemiplejia derecha
278286009,hemiparesia derecha
278287000,hemiparesia izquierda
278291005,rotacion externa de extremidad inferior
278366008,exceso de anticoagulantes sin sangrado
278487002,picadura de insecto en el parpado
278516003,neumonia lobular
278528006,tumefaccion facial
278531007,hidrocalicosis congenita
278533005,trastorno de fistula arteriovenosa quirurgica
278534004,trastorno relacionado con cateter para cistostomia
278537006,fractura de tibia distal
278713008,grupo de displasia congenita espondiloepifisaria
278805002,sindrome de derrame uveal
278849000,atrofia cerebral
278851001,secreción rectal
278860009,lumbalgia cronica
278862001,lumbalgia aguda
278919001,trastorno de la comunicacion
278976004,bulla de pulmon
279016001,cefalea cervicogena
279029001,dolor en la columna cervical
279030006,sindrome de dolor miofascial del cuello
279032003,dolor pélvico crónico sin patología evidente
279035001,dorsalgia aguda
279038004,dorsalgia toracica
279039007,lumbalgia
279040009,dolor lumbar de causa mecanica
279043006,dolor de espalda
279049005,dorsalgia postquirurgica
279054001,dolor con la bajada de la leche
279055000,dolor obstetrico
279066007,dolor de articulacion del pie
279067003,dolor de articulacion metatarsofalangica
279069000,dolor musculoesqueletico
279072007,labio dolorido
279079003,hormiguillos
279084009,malestar toracico
279093005,dolor colico
279324004,infeccion cutanea localizada
279325003,candidiasis submamaria
279420009,hematoma de piel
279499002,vulvitis infecciosa
279981003,dolor neuropatico periferico
279992002,caidas recurrentes
280137006,pie diabetico
280427006,sintoma psicotico presente
280429009,sindrome somatico presente
280816001,paralisis facial
280967004,trombosis de injerto arterial
280971001,estenosis de injerto arteriovenoso
280973003,infeccion de injerto arteriovenoso
280977002,hemorragia de derivación arteriovenosa
280978007,infeccion de derivacion arteriovenosa
280982009,patron de uso nocivo de laxante
281016006,incoordinacion
281022002,antecedente familiar de sindrome de trisomia 21 completa
281050002,parto de feto vivo
281091000,disfuncion miocardica isquemica
281107009,intoxicación por alimentos infectados
281164004,cuerpo extraño en el pie
281229000,lesion ocupante de sistema nervioso
281239006,agudizacion de asma
281245003,dolor toracico musculoesqueletico
281255004,obstruccion del intestino delgado
281307002,"viabilidad del embarazo, incierta"
281359008,sinovitis traumatica
281398003,tumoracion de region inguinal
281445000,aflojamiento de protesis de reemplazo total de la cadera
281448003,aflojamiento de protesis de la articulacion de la rodilla
281503004,luxacion de articulacion carpometacarpiana
281506007,luxacion de la articulacion subastragalina
281513007,fractura-luxacion transescafoidea-perisemilunar
281517008,fractura-luxación perisemilunar y escafotransestiloidea
281521001,derrame traumatico de articulacion de rodilla
281524009,lesion del fibrocartilago triangular de la articulacion de la muñeca
281525005,fractura de epicondilo de humero
281527002,fractura de estiloides radial
281528007,fractura de olecranon
281530009,fractura de apofisis estiloides de cubito
281531008,fractura de maleolo tibial
281532001,fractura de maleolo posterior
281533006,fractura de cabeza de perone
281534000,fractura de cuello de perone
281535004,fractura de maleolo de perone
281553005,seccion traumatica de tendon de miembro superior
281555003,seccion traumatica de tendon extensor de dedo del pie
281578009,asfixia perinatal
281595001,trombosis de vena cava inferior
281598004,esguince de ligamento espinal
281599007,esguince de ligamento en miembros inferiores
281602002,avulsion de ligamento con fragmento oseo
281610001,hiperbilirrubinemia neonatal
281647001,reaccion adversa
281794004,infeccion viral del tracto respiratorio superior
281795003,amigdalas inflamadas
281843000,fractura de espina de tibia
281857003,hematuria microscopica persistente
281860005,hematuria recurrente
281862002,enuresis diurna
281900007,consulta sin enfermedad
281910003,fractura de apofisis odontoides
281916009,fractura de apofisis transversa de vertebra cervical
281918005,fractura de apofisis espinosa de vertebra cervical
281926002,fractura de la apofisis transversa de vertebra dorsal
281933002,fractura por aplastamiento de vertebra lumbar
281936005,fractura de apofisis transversa de vertebra lumbar
281937001,fractura de lamina de vertebra lumbar
282020008,parto prematuro
282025003,quiste de labios de la vulva
282026002,lesion traumatica de partes blandas
282060009,perforacion de yeyuno
282088003,ruptura de testiculo
282447006,herida de septum nasal
282455004,hematoma de faringe
282463003,laceracion de bronquio
282728007,lesion cardiovascular
282752000,traumatismo ocular
282755003,lesion de frente
282756002,lesion traumatica de maxilar
282757006,lesion de mejilla
282763002,lesion de nudillo
282764008,traumatismo de coxis
282766005,lesion lumbar
282771003,lesion pelvica
282776008,lesion de dedo del pie
282777004,lesion traumatica de dedo gordo de pie
282779001,lesion traumatica de quinto dedo de pie
282780003,lesion de talon
282783001,lesion traumatica de lengua
282825002,fibrilacion auricular paroxistica
283024006,lesion traumatica superficial de cabeza y cuello
283025007,lesion traumatica superficial de cabeza
283027004,lesión traumática superficial de la nariz
283033008,lesion traumatica superficial del antebrazo
283034002,lesion traumatica superficial de la mano
283040009,lesión superficial de la rodilla
283049005,abrasion de cabeza
283055000,abrasion de piel de cuello
283057008,abrasion de piel de miembro superior
283058003,abrasion de piel de muñeca
283062009,abrasion de piel de miembro inferior
283064005,abrasion de piel de planta de pie
283092000,excoriacion del abdomen
283111009,arañazo de perro
283112002,herida por arañazo de gato
283137007,contusion de region pelvica
283172005,cuerpo extraño metalico en los genitales
283272001,vidrio en pie
283324004,picadura de insecto en la region ocular
283344005,culicosis
283361008,laceracion en la region auricular
283363006,laceracion de labio
283380005,laceracion de perineo
283381009,laceracion de los genitales
283396008,herida cortante
283400008,corte en la cara
283402000,corte en la region ocular
283409009,corte en extremidad superior
283412007,corte en el brazo
283414008,corte en el antebrazo
283415009,corte en muñeca
283416005,corte en la mano
283419003,corte en dedo de la mano
283420009,corte en el pulgar
283433003,corte en el muslo
283435005,corte en pierna
283438007,corte en el tobillo
283439004,corte en el pie
283457003,herida punzante en el cuello
283462002,herida de arma blanca en brazo
283471006,herida punzante en el tronco
283484002,herida punzante en la rodilla
283497000,herida punzante de piel
283520007,herida punzante de dedo de mano
283534007,herida punzante de muslo
283545005,herida por arma de fuego
283682007,mordedura - herida
283683002,herida por mordedura de mamifero
283734005,herida por mordedura de perro
283744007,mordedura de perro en la boca
283772000,mordedura de perro en la pierna
283782004,herida por mordedura de gato
283786001,herida por mordedura de rata
283787005,herida por mordedura de mono
283788000,herida por mordedura de ardilla
283922007,laceración de la uretra
283944002,hematoma de testiculo
