drug_ref,drug_descr,atc_ref,atc_descr
65165B466A54183FE1000000AC100155,"FLUCONAZOL, 200 MG CAPS",J02AC01,Fluconazol
6F815C468000801EE1000000AC100155,"FLUCONAZOL, 200 MG CAPS",J02AC01,Fluconazol
79385C464128183FE1000000AC100155,"FLUCONAZOL, 200 MG CAPS",J02AC01,Fluconazol
793E5C464128183FE1000000AC100155,"FLUCONAZOL, 200 MG CAPS",J02AC01,Fluconazol
7BA99D491D75CF3BE1000000AC100156,"FLUCONAZOL, 200 MG CAPS",J02AC01,Fluconazol
7DCC5B4692DF7E1EE1000000AC100155,"FLUCONAZOL, 200 MG CAPS",J02AC01,Fluconazol
8C475C461C27EF6FE1000000AC100155,"FLUCONAZOL, 200 MG CAPS",J02AC01,Fluconazol
A7AC8A50DD4BED34E1000000AC100158,"FLUCONAZOL, 200 MG CAPS",J02AC01,Fluconazol
B33A5C464128183FE1000000AC100155,"FLUCONAZOL, 200 MG CAPS",J02AC01,Fluconazol
B42B5C461C27EF6FE1000000AC100155,"FLUCONAZOL, 200 MG CAPS",J02AC01,Fluconazol
B93D5C464128183FE1000000AC100155,"FLUCONAZOL, 200 MG CAPS",J02AC01,Fluconazol
C1CD5B4692DF7E1EE1000000AC100155,"FLUCONAZOL, 200 MG CAPS",J02AC01,Fluconazol
C8335C461C27EF6FE1000000AC100155,"FLUCONAZOL, 200 MG CAPS",J02AC01,Fluconazol
DAD75B4692DF7E1EE1000000AC100155,"FLUCONAZOL, 200 MG CAPS",J02AC01,Fluconazol
DBC69B4991DBE03AE1000000AC100156,"FLUCONAZOL, 200 MG CAPS",J02AC01,Fluconazol
F27B8E508A4C6C7AE1000000AC10014C,"FLUCONAZOL, 200 MG CAPS",J02AC01,Fluconazol
F5CE9B4991DBE03AE1000000AC100156,"FLUCONAZOL, 200 MG CAPS",J02AC01,Fluconazol
FA635C461C27EF6FE1000000AC100155,"FLUCONAZOL, 200 MG/100 ML VIAL",J02AC01,Fluconazol
16335C461C27EF6FE1000000AC100155,"FLUCONAZOL, 200 MG/5 ML SUSP FRA 35 ML",J02AC01,Fluconazol
1D3A5C464128183FE1000000AC100155,"FLUCONAZOL, 200 MG/5 ML SUSP FRA 35 ML",J02AC01,Fluconazol
B56A5C461C27EF6FE1000000AC100155,"FLUCONAZOL, 200 MG/5 ML SUSP FRA 35 ML",J02AC01,Fluconazol
47CF9B4991DBE03AE1000000AC100156,"FLUCONAZOL, 50 MG CAPS",J02AC01,Fluconazol
99CF9B4991DBE03AE1000000AC100156,"FLUCONAZOL, 50 MG CAPS",J02AC01,Fluconazol
A3CC9B4991DBE03AE1000000AC100156,"FLUCONAZOL, 50 MG CAPS",J02AC01,Fluconazol
AB295B466A54183FE1000000AC100155,"FLUCONAZOL, 50 MG CAPS",J02AC01,Fluconazol
AD685C461C27EF6FE1000000AC100155,"FLUCONAZOL, 50 MG CAPS",J02AC01,Fluconazol
CD4D5C461C27EF6FE1000000AC100155,"FLUCONAZOL, 50 MG CAPS",J02AC01,Fluconazol
DF385C464128183FE1000000AC100155,"FLUCONAZOL, 50 MG CAPS",J02AC01,Fluconazol
E2325C461C27EF6FE1000000AC100155,"FLUCONAZOL, 50 MG/5 ML SUSP FRA 35 ML",J02AC01,Fluconazol
E9D49B4991DBE03AE1000000AC100156,"FLUCONAZOL, 50 MG/5 ML SUSP FRA 35 ML",J02AC01,Fluconazol
7A645C461C27EF6FE1000000AC100155,"FLUDARABINA, 50 MG VIAL",L01BB05,Fludarabina
65359F5547FC5261E1000000AC10015A,FLUDROCORTISONA,H02AA02,Fludrocortisona
098B285253685F27E1000000AC100158,"FLUDROCORTISONA, 0,1 MG COMP",H02AA02,Fludrocortisona
407D5C468000801EE1000000AC100155,"FLUDROCORTISONA, 0,1 MG COMP",H02AA02,Fludrocortisona
614D5C461C27EF6FE1000000AC100155,"FLUDROCORTISONA, 0,1 MG COMP",H02AA02,Fludrocortisona
58CEA35551047E7DE1000000AC10015A,FLUFENAZINA,N05AB02,Flufenazina
60CEA35551047E7DE1000000AC10015A,FLUFENAZINA,N05AB02,Flufenazina
EEDF4F58EFF27773E1000000AC100159,"FLUFENAZINA 50 MG/0,5 ML AMP",N05AB02,Flufenazina
1D1E0858A680CD67E1000000AC10014C,"FLUFENAZINA DECANOATO, 12.5 MG/0,5 ML AMP",N05AB02,Flufenazina
C82C5C461C27EF6FE1000000AC100155,"FLUFENAZINA, DECANOATO DE, 25 MG/1 ML AMP 1 ML",N05AB02,Flufenazina
FE2C5C461C27EF6FE1000000AC100155,"FLUFENAZINA, DECANOATO DE, 25 MG/1 ML AMP 1 ML",N05AB02,Flufenazina
59685C461C27EF6FE1000000AC100155,"FLUFENAZINA, DECANOATO DE, 25 MG/ML AMP 1 ML",N05AB02,Flufenazina
918E124EF0B8517CE1000000AC10014C,"Fluimucil complex, 500 MG COMP EFERV",,
496D5C461C27EF6FE1000000AC100155,"FLUMAZENILO 0.5 MG/5 ML, (NEO)",V03AB25,Flumazenil
0A693DC459951EDE93920877B0D9F45A,FLUMAZENILO 2 MG + SF / 500 ML (EN 6H) URGENCIAS,V03AB25,Flumazenil
72CD624B89A21765E1000000AC100153,FLUMAZENILO [X 1] 1 MG + SG5%/250 ML,B05BA91,Suero glucosado
9D71624BB5D6115BE1000000AC10014C,FLUMAZENILO [X 1] 1 MG + SSF/250 ML,B05BB91,"Sodio cloruro, solucion parenteral"
6564624BB5D6115BE1000000AC10014C,FLUMAZENILO [X 4] 4 MG + SG5%/250 ML,B05BA91,Suero glucosado
F87B624BB5D6115BE1000000AC10014C,FLUMAZENILO [X 4] 4 MG + SSF/250 ML,B05BB91,"Sodio cloruro, solucion parenteral"
F590F65C1F60EA08E1000000AC16013E,FLUMAZENILO [x1] 1 MG + SF / 50 ML,B05BB91,"Sodio cloruro, solucion parenteral"
D2826B4B37F95C7FE1000000AC10014C,FLUMAZENILO [x1] 1 MG + SG5% / 50 ML,B05BA91,Suero glucosado
FD26F65CD55D5BB0E1000000AC16013E,FLUMAZENILO [x1] 5 MG + SF / 250 ML,B05BB91,"Sodio cloruro, solucion parenteral"
1364F65C415C4EE3E1000000AC16013E,FLUMAZENILO [x1] 5 MG + SG5% / 250 ML,B05BA91,Suero glucosado
6C01624B9DF24E7FE1000000AC10014C,FLUMAZENILO [x2] 4 MG + SF / 100 ML,B05BB91,"Sodio cloruro, solucion parenteral"
9D82624BB5D6115BE1000000AC10014C,FLUMAZENILO [x2] 4 MG + SG5% / 100 ML,B05BA91,Suero glucosado
AF685C461C27EF6FE1000000AC100155,"FLUMAZENILO, 0,5 MG/5 ML AMP",V03AB25,Flumazenil
076A5C461C27EF6FE1000000AC100155,"FLUMAZENILO, 1 MG/10 ML AMP 10 ML",V03AB25,Flumazenil
15089F556B8B2F72E1000000AC10015A,FLUNARIZINA,N07CA03,Flunarizina
53FC9F556B8B2F72E1000000AC10015A,FLUNARIZINA,N07CA03,Flunarizina
7018A1555203652DE1000000AC10015A,FLUNARIZINA,N07CA03,Flunarizina
CBF99F556B8B2F72E1000000AC10015A,FLUNARIZINA,N07CA03,Flunarizina
D9009F556B8B2F72E1000000AC10015A,FLUNARIZINA,N07CA03,Flunarizina
F1009F556B8B2F72E1000000AC10015A,FLUNARIZINA,N07CA03,Flunarizina
1B875C468000801EE1000000AC100155,"FLUNARIZINA, 5 MG COMP",N07CA03,Flunarizina
36485B463DE6CF55E1000000AC100155,"FLUNARIZINA, 5 MG COMP",N07CA03,Flunarizina
B7415C461C27EF6FE1000000AC100155,"FLUNARIZINA, 5 MG COMP",N07CA03,Flunarizina
D8475C461C27EF6FE1000000AC100155,"FLUNARIZINA, 5 MG COMP",N07CA03,Flunarizina
68435B466A54183FE1000000AC100155,"FLUNITRAZEPAM, 1 MG COMP",N05CD03,Flunitrazepam
72765C468000801EE1000000AC100155,"FLUNITRAZEPAM, 1 MG COMP",N05CD03,Flunitrazepam
B33C5C464128183FE1000000AC100155,"FLUNITRAZEPAM, 2 MG/1 ML AMP 1 ML",N05CD03,Flunitrazepam
B31B5B466A54183FE1000000AC100155,"FLUNITRAZEPAM, 2 MG/ML AMP 1 ML",N05CD03,Flunitrazepam
EB6D5C461C27EF6FE1000000AC100155,"FLUNITRAZEPAM, 2 MG/ML AMP 1 ML",N05CD03,Flunitrazepam
05079F556B8B2F72E1000000AC10015A,FLUOCINOLONA,D07AC04,"Fluocinolona, acetonido de"
17C3A35551047E7DE1000000AC10015A,FLUOCINOLONA,D07AC04,"Fluocinolona, acetonido de"
1FC3A35551047E7DE1000000AC10015A,FLUOCINOLONA,D07AC04,"Fluocinolona, acetonido de"
1FE2A35551047E7DE1000000AC10015A,FLUOCINOLONA,C05AA10,"Fluocinolona, acetonido de"
3CE563592D595E56E1000000AC1601AB,fluocinolona,S02BA08,"Fluocinolona, acetonido"
4BE1A35551047E7DE1000000AC10015A,FLUOCINOLONA,D07AC04,"Fluocinolona, acetonido de"
53E1A35551047E7DE1000000AC10015A,FLUOCINOLONA,D07AC04,"Fluocinolona, acetonido de"
66CAA35551047E7DE1000000AC10015A,FLUOCINOLONA,C05AA10,"Fluocinolona, acetonido de"
78D6A35551047E7DE1000000AC10015A,FLUOCINOLONA,D07AC04,"Fluocinolona, acetonido de"
BB089F556B8B2F72E1000000AC10015A,FLUOCINOLONA,D07AC04,"Fluocinolona, acetonido de"
C3089F556B8B2F72E1000000AC10015A,FLUOCINOLONA,D07AC04,"Fluocinolona, acetonido de"
DB099F556B8B2F72E1000000AC10015A,FLUOCINOLONA,D07AC04,"Fluocinolona, acetonido de"
A3DBA2559161E937E1000000AC10015A,FLUOCINOLONA + CIPROFLOXACINO,S02CA05,"Fluocinolona, acetonido y antiinfecciosos"
B3DBA2559161E937E1000000AC10015A,FLUOCINOLONA + CIPROFLOXACINO,S02CA05,"Fluocinolona, acetonido y antiinfecciosos"
D7DBA2559161E937E1000000AC10015A,FLUOCINOLONA + CIPROFLOXACINO,S02CA05,"Fluocinolona, acetonido y antiinfecciosos"
63ABA355D9485261E1000000AC10015A,FLUOCINOLONA + FRAMICETINA,D07CC02,Fluocinolona con antibioticos
5C16A2559FE3097CE1000000AC10015A,FLUOCINOLONA + FRAMICETINA + LIDOCAÍNA,S02CA05,"Fluocinolona, acetonido y antiinfecciosos"
6BE1A35551047E7DE1000000AC10015A,FLUOCINOLONA + NEOMICINA + POLIMIXINA B,S02CA05,"Fluocinolona, acetonido y antiinfecciosos"
A180F55B46229E7FE1000000AC160194,"FLUOCINOLONA ACETONIDO, 190 MCG IMPLANTE INTRAVITREO (MATER)",S01BA15,Fluocinolona acetonido
EE2F5C461C27EF6FE1000000AC100155,"FLUOCINOLONA TÓP ANAL, 0,1 MG/1 G CREM RECTA 60 G",C05AA10,"Fluocinolona, acetonido de"
CC4F5B466A54183FE1000000AC100155,"FLUOCINOLONA, ACETONIDO TÓP DÉRM, 0,250 MG/1 G CREM 30 G",D07AC04,"Fluocinolona, acetonido de"
E3355C464128183FE1000000AC100155,"FLUOCINOLONA, ACETONIDO TÓP DÉRM, 0,250 MG/1 G GEL 30 G",D07AC04,"Fluocinolona, acetonido de"
644F5B466A54183FE1000000AC100155,"FLUOCINOLONA, ACETONIDO TÓP DÉRM, 1 MG/1 G CREM 15 G",D07AC04,"Fluocinolona, acetonido de"
F5E0A35551047E7DE1000000AC10015A,FLUOCINONIDA,D07AC08,Fluocinonida
A166A3554908A548E1000000AC10015A,FLUOCINONIDA + GENTAMICINA,D07CC05,Fluocinonida con antibioticos
B7D1A35551047E7DE1000000AC10015A,FLUOCINONIDA + GENTAMICINA,D07CC05,Fluocinonida con antibioticos
73FB9F556B8B2F72E1000000AC10015A,FLUOCINONIDA + HEXETIDINA + RUSCOGENINA,C05AA60,"Fluocinolona acetonido, combinaciones con"
37D2A355D9485261E1000000AC10015A,FLUOCORTINA,D07AB04,Fluocortina
3FD2A355D9485261E1000000AC10015A,FLUOCORTINA,D07AB04,Fluocortina
82675C461C27EF6FE1000000AC100155,"FLUOCORTINA ,0,75% CREMA 30 G",D07AB04,Fluocortina
1E495B466A54183FE1000000AC100155,"FLUOCORTINA TÓP DÉRM, 7,5 MG/1 G CREM 30 G",D07AB04,Fluocortina
52495B466A54183FE1000000AC100155,"FLUOCORTINA TÓP DÉRM, 7,5 MG/1 G CREM 60 G",D07AB04,Fluocortina
BA495B466A54183FE1000000AC100155,"FLUOCORTINA TÓP DÉRM, 7,5 MG/1 G POM 60 G",D07AB04,Fluocortina
B3D2A355D9485261E1000000AC10015A,FLUOCORTOLONA,D07AC05,Fluocortolona
07029F556B8B2F72E1000000AC10015A,FLUOROMETOLONA,S01BA07,Fluorometolona
7A13A1555203652DE1000000AC10015A,FLUOROMETOLONA,S01BA07,Fluorometolona
D239BD5BB5E1CB08E1000000AC16019D,fluorometolona,S01BA07,Fluorometolona
D3F99F556B8B2F72E1000000AC10015A,FLUOROMETOLONA,S01BA07,Fluorometolona
B194124ECDDEA436E1000000AC10014C,"FLUOROMETOLONA TÓP OFT, 1 MG/ML COLIR 10 ML",,
489DA355D9485261E1000000AC10015A,FLUOROURACILO + ÁCIDO SALICÍLICO,L01BC52,"Fluorouracilo, combinaciones con"
8FA5825D0B6F4570E1000000AC16013F,fluorouracilo 50 mg/g pomada 30 g 1 envase,L01BC02,Fluorouracilo
64E90D4E93965942E1000000AC100158,"FLUOROURACILO, 500 MG  VIAL",L01BC02,Fluorouracilo
4C755C468000801EE1000000AC100155,"FLUOROURACILO, 5000 MG/100 ML VIAL",L01BC02,Fluorouracilo
132BA2559FE3097CE1000000AC10015A,FLUORURO DE SODIO,A01AA01,Fluoruro de sodio
050B9F556B8B2F72E1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
057E9F5547FC5261E1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
05D9A35551047E7DE1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
05DF1A5CF9004939E1000000AC1601AE,fluoxetina,N06AB03,Fluoxetina
08E9A2559161E937E1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
0D549F5547FC5261E1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
0F0B9F556B8B2F72E1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
0F449F5547FC5261E1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
11DF1A5CF9004939E1000000AC1601AE,fluoxetina,N06AB03,Fluoxetina
19449F5547FC5261E1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
1AB60E5BBB9605F9E1000000AC160194,fluoxetina,N06AB03,Fluoxetina
2810A1555203652DE1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
30E9A2559161E937E1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
31049F556B8B2F72E1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
37FC9F556B8B2F72E1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
3A10A1555203652DE1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
3AE9A2559161E937E1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
3E32A2559FE3097CE1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
3FC3A355D9485261E1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
41C4A35551047E7DE1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
43D1A355D9485261E1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
44C3A15577DAFF1BE1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
450C9F556B8B2F72E1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
4832A2559FE3097CE1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
49C3A355D9485261E1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
49C4A355D9485261E1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
4A3C9F5547FC5261E1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
52E7A2559161E937E1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
53FA9F556B8B2F72E1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
569498588E62AF18E1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
56C3A15577DAFF1BE1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
5A4D0E5B658367D4E1000000AC160194,fluoxetina,N06AB03,Fluoxetina
5D28A2559FE3097CE1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
5DFA9F556B8B2F72E1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
61D1A355D9485261E1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
6A9498588E62AF18E1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
6F23A2559FE3097CE1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
7A0D9F556B8B2F72E1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
7DD1A355D9485261E1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
7ED5A355D9485261E1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
87D1A355D9485261E1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
8E619F5547FC5261E1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
90D8A355D9485261E1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
92C9A355D9485261E1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
92CBA355D9485261E1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
9AD0A35551047E7DE1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
AED3A35551047E7DE1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
B414A1555203652DE1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
B6619F5547FC5261E1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
B6D3A35551047E7DE1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
B6D6A35551047E7DE1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
BDBFA355D9485261E1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
CFC1A35551047E7DE1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
D4C5A35551047E7DE1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
D6E7A2559161E937E1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
DEC5A35551047E7DE1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
DF22A2559FE3097CE1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
E0DBA35551047E7DE1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
E0E8A2559161E937E1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
E5D3A2559161E937E1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
E70A9F556B8B2F72E1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
F6C6A355D9485261E1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
FBD8A35551047E7DE1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
FD7D9F5547FC5261E1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
FEE8A2559161E937E1000000AC10015A,FLUOXETINA,N06AB03,Fluoxetina
37B48A608B87FE4DE1000000AC1601AE,FLUOXETINA ARISTO 20MG 60 CAPSULAS DURAS EFG,N06AB03,Fluoxetina
AF5DA95F3673A07EE1000000AC16013F,"FLUOXETINA NORMON 20 mg CAPSULAS DURAS EFG,56 capsulas",N06AB03,Fluoxetina
00D65B4692DF7E1EE1000000AC100155,"FLUOXETINA, 20 MG CAPS",N06AB03,Fluoxetina
0A3628529B70B775E1000000AC100158,"FLUOXETINA, 20 MG CAPS",N06AB03,Fluoxetina
0B355C464128183FE1000000AC100155,"FLUOXETINA, 20 MG CAPS",N06AB03,Fluoxetina
12305C461C27EF6FE1000000AC100155,"FLUOXETINA, 20 MG CAPS",N06AB03,Fluoxetina
1A385B466A54183FE1000000AC100155,"FLUOXETINA, 20 MG CAPS",N06AB03,Fluoxetina
1D1D5B466A54183FE1000000AC100155,"FLUOXETINA, 20 MG CAPS",N06AB03,Fluoxetina
1E3B5C461C27EF6FE1000000AC100155,"FLUOXETINA, 20 MG CAPS",N06AB03,Fluoxetina
1F3F5C464128183FE1000000AC100155,"FLUOXETINA, 20 MG CAPS",N06AB03,Fluoxetina
263B5C461C27EF6FE1000000AC100155,"FLUOXETINA, 20 MG CAPS",N06AB03,Fluoxetina
3B285B466A54183FE1000000AC100155,"FLUOXETINA, 20 MG CAPS",N06AB03,Fluoxetina
3BCC9B4991DBE03AE1000000AC100156,"FLUOXETINA, 20 MG CAPS",N06AB03,Fluoxetina
3C3D5B466A54183FE1000000AC100155,"FLUOXETINA, 20 MG CAPS",N06AB03,Fluoxetina
3D3D5C464128183FE1000000AC100155,"FLUOXETINA, 20 MG CAPS",N06AB03,Fluoxetina
3E455B466A54183FE1000000AC100155,"FLUOXETINA, 20 MG CAPS",N06AB03,Fluoxetina
413D5C464128183FE1000000AC100155,"FLUOXETINA, 20 MG CAPS",N06AB03,Fluoxetina
4FC60D4E8B91527CE1000000AC10014C,"FLUOXETINA, 20 MG CAPS",N06AB03,Fluoxetina
5E3B5C461C27EF6FE1000000AC100155,"FLUOXETINA, 20 MG CAPS",N06AB03,Fluoxetina
76325C461C27EF6FE1000000AC100155,"FLUOXETINA, 20 MG CAPS",N06AB03,Fluoxetina
7E3E5B466A54183FE1000000AC100155,"FLUOXETINA, 20 MG CAPS",N06AB03,Fluoxetina
8508B34BC21F5C7FE1000000AC10014C,"FLUOXETINA, 20 MG CAPS",N06AB03,Fluoxetina
8D1F5B466A54183FE1000000AC100155,"FLUOXETINA, 20 MG CAPS",N06AB03,Fluoxetina
91325C464128183FE1000000AC100155,"FLUOXETINA, 20 MG CAPS",N06AB03,Fluoxetina
951C5B466A54183FE1000000AC100155,"FLUOXETINA, 20 MG CAPS",N06AB03,Fluoxetina
97CD5B4692DF7E1EE1000000AC100155,"FLUOXETINA, 20 MG CAPS",N06AB03,Fluoxetina
9C455C461C27EF6FE1000000AC100155,"FLUOXETINA, 20 MG CAPS",N06AB03,Fluoxetina
A1D39B4991DBE03AE1000000AC100156,"FLUOXETINA, 20 MG CAPS",N06AB03,Fluoxetina
A43D5B466A54183FE1000000AC100155,"FLUOXETINA, 20 MG CAPS",N06AB03,Fluoxetina
ADCE5B4692DF7E1EE1000000AC100155,"FLUOXETINA, 20 MG CAPS",N06AB03,Fluoxetina
C1C69B4991DBE03AE1000000AC100156,"FLUOXETINA, 20 MG CAPS",N06AB03,Fluoxetina
C3325C464128183FE1000000AC100155,"FLUOXETINA, 20 MG CAPS",N06AB03,Fluoxetina
CB285B466A54183FE1000000AC100155,"FLUOXETINA, 20 MG CAPS",N06AB03,Fluoxetina
CE405B466A54183FE1000000AC100155,"FLUOXETINA, 20 MG CAPS",N06AB03,Fluoxetina
D6455B466A54183FE1000000AC100155,"FLUOXETINA, 20 MG CAPS",N06AB03,Fluoxetina
D91C5B466A54183FE1000000AC100155,"FLUOXETINA, 20 MG CAPS",N06AB03,Fluoxetina
E4485B463DE6CF55E1000000AC100155,"FLUOXETINA, 20 MG CAPS",N06AB03,Fluoxetina
F0D95B4692DF7E1EE1000000AC100155,"FLUOXETINA, 20 MG CAPS",N06AB03,Fluoxetina
FA475B466A54183FE1000000AC100155,"FLUOXETINA, 20 MG CAPS",N06AB03,Fluoxetina
08495B466A54183FE1000000AC100155,"FLUOXETINA, 20 MG COMP DISPE",N06AB03,Fluoxetina
11865C468000801EE1000000AC100155,"FLUOXETINA, 20 MG COMP DISPE",N06AB03,Fluoxetina
133F5C461C27EF6FE1000000AC100155,"FLUOXETINA, 20 MG COMP DISPE",N06AB03,Fluoxetina
174E5C461C27EF6FE1000000AC100155,"FLUOXETINA, 20 MG COMP DISPE",N06AB03,Fluoxetina
1B3F5C461C27EF6FE1000000AC100155,"FLUOXETINA, 20 MG COMP DISPE",N06AB03,Fluoxetina
303B5C461C27EF6FE1000000AC100155,"FLUOXETINA, 20 MG COMP DISPE",N06AB03,Fluoxetina
3589124EF0B8517CE1000000AC10014C,"FLUOXETINA, 20 MG COMP DISPE",N06AB03,Fluoxetina
383B5C461C27EF6FE1000000AC100155,"FLUOXETINA, 20 MG COMP DISPE",N06AB03,Fluoxetina
3C495B466A54183FE1000000AC100155,"FLUOXETINA, 20 MG COMP DISPE",N06AB03,Fluoxetina
3D395C464128183FE1000000AC100155,"FLUOXETINA, 20 MG COMP DISPE",N06AB03,Fluoxetina
56405B466A54183FE1000000AC100155,"FLUOXETINA, 20 MG COMP DISPE",N06AB03,Fluoxetina
603B5C461C27EF6FE1000000AC100155,"FLUOXETINA, 20 MG COMP DISPE",N06AB03,Fluoxetina
6B3C5C464128183FE1000000AC100155,"FLUOXETINA, 20 MG COMP DISPE",N06AB03,Fluoxetina
71395C464128183FE1000000AC100155,"FLUOXETINA, 20 MG COMP DISPE",N06AB03,Fluoxetina
78305C461C27EF6FE1000000AC100155,"FLUOXETINA, 20 MG COMP DISPE",N06AB03,Fluoxetina
91CE9B4991DBE03AE1000000AC100156,"FLUOXETINA, 20 MG COMP DISPE",N06AB03,Fluoxetina
C2BEE64E7600A064E1000000AC10014C,"FLUOXETINA, 20 MG COMP DISPERSABLES",N06AB03,Fluoxetina
FA2C5C46F42A7E1EE1000000AC100155,"FLUOXETINA, 20 MG COMP DISPERSABLES",N06AB03,Fluoxetina
7AD35B4692DF7E1EE1000000AC100155,"FLUOXETINA, 20 MG/5 ML SOL ORAL FRA 140 ML",N06AB03,Fluoxetina
CA3E5B466A54183FE1000000AC100155,"FLUOXETINA, 20 MG/5 ML SOL ORAL FRA 140 ML",N06AB03,Fluoxetina
D2415B466A54183FE1000000AC100155,"FLUOXETINA, 20 MG/5 ML SOL ORAL FRA 140 ML",N06AB03,Fluoxetina
D9765C461C27EF6FE1000000AC100155,"FLUOXETINA, 20 MG/5 ML SOL ORAL FRA 140 ML",N06AB03,Fluoxetina
FE3A5B466A54183FE1000000AC100155,"FLUOXETINA, 20 MG/5 ML SOL ORAL FRA 140 ML",N06AB03,Fluoxetina
3C405B466A54183FE1000000AC100155,"FLUOXETINA, 20 MG/5 ML SOL ORAL FRA 70 ML",N06AB03,Fluoxetina
9E415B466A54183FE1000000AC100155,"FLUOXETINA, 20 MG/5 ML SOL ORAL FRA 70 ML",N06AB03,Fluoxetina
4DD4A2559161E937E1000000AC10015A,FLURAZEPAM,N05CD01,Flurazepam
94355C461C27EF6FE1000000AC100155,"FLURAZEPAM, 30 MG CAPS",N05CD01,Flurazepam
BF685C461C27EF6FE1000000AC100155,"FLURAZEPAM, 30 MG CAPS",N05CD01,Flurazepam
37F3945760E2C03CE1000000AC100159,FLURBIPROFENO,R02AX01,Flurbiprofeno
49E2A15577DAFF1BE1000000AC10015A,FLURBIPROFENO,R02AX01,Flurbiprofeno
5038F55B977906B3E1000000AC16013E,flurbiprofeno,R02AX01,Flurbiprofeno
E1939858DE6E0C29E1000000AC10015A,FLURBIPROFENO,R02AX01,Flurbiprofeno
2D308A50434D5531E1000000AC100158,"FLURBIPROFENO, 8.750 MG PASTILL CHUP",M01AE09,Flurbiprofeno
32C5A35551047E7DE1000000AC10015A,FLUTAMIDA,L02BB01,Flutamida
65D4A2559161E937E1000000AC10015A,FLUTAMIDA,L02BB01,Flutamida
6FD4A2559161E937E1000000AC10015A,FLUTAMIDA,L02BB01,Flutamida
9122A2559FE3097CE1000000AC10015A,FLUTAMIDA,L02BB01,Flutamida
14495C461C27EF6FE1000000AC100155,"FLUTAMIDA, 250 MG COMP",L02BB01,Flutamida
27CE5B4692DF7E1EE1000000AC100155,"FLUTAMIDA, 250 MG COMP",L02BB01,Flutamida
