surgery_code,surgery_code_descr
Q01102,excisio de lesio cutania del peu + reparacio amb penjall <local> | excisio de lesio cutania del peu + reparacio amb penjall <local>
Q01103,excisio de lesio cutania del peu <local> | excisio de lesio cutania del peu <local>
Q01104,excisio de lesio cutania d esquena + reparacio amb empelt <local> | excisio de lesio cutania d esquena + reparacio amb empelt <local>
Q01105,excisio de lesio cutania d esquena + reparacio amb penjall <local> | excisio de lesio cutania d esquena + reparacio amb penjall <local>
Q01106,excisio de lesio cutania d esquena  <local> | excisio de lesio cutania d esquena <local>
Q01107,excisio de lesio cutania d extr. inf + reparacio amb empelt <local> | excisio de lesio cutania d extremitat inferior + reparacio amb empelt <local>
Q01108,excisio de lesio cutania d extr. inf + reparacio amb penjall <local> | excisio de lesio cutania d extremitat inferior + reparacio amb penjall <local>
Q01109,excisio de lesio cutania d extremitat inferior <local> | excisio de lesio cutania d extremitat inferior <local>
Q01110,excisio de lesio cutania d extr. sup + reparacio amb empelt <local> | excisio de lesio cutania d extremitat superior + reparacio amb empelt <local>
Q01111,excisio de lesio cutania d extr. sup + reparacio amb penjall <local> | excisio de lesio cutania d extremitat superior + reparacio amb penjall <local>
Q01112,excisio de lesio cutania d estremitat superior  <local> | excisio de lesio cutania d extremitat superior <local>
Q01113,excisio de lesio cutania facial + reparacio amb empelt <local> | excisio de lesio cutania facial + reparacio amb empelt <local>
Q01114,excisio de lesio cutania facial + reparacio amb penjall <local> | excisio de lesio cutania facial + reparacio amb penjall <local>
Q01115,excisio de lesio cutania facial <local> | excisio de lesio cutania facial <local>
Q01116,insercion cateter espinal temporal | implantacio de cateter espinal i perfusor subcutani programable <local>
Q01117,insercion cateter perineural | implantacio d electrode espinal i generador subcutani <local>
Q01118,revisio d electrode espinal i generadorsubcutani <local> | revisio d electrode espinal i generadorsubcutani <local>
Q01119,extraccio d electrode espinal i generador subcutani <local> | extraccio d electrode espinal i generador subcutani <local>
Q01120,extraccio de cateter espinal i perfusorsubcutani programable <local> | extraccio de cateter espinal i perfusorsubcutani programable <local>
Q01121,revisio de cateter espinal i perfusor programable <local> | revisio de cateter espinal i perfusor subcutani programable <local>
Q01123,extraccio d organs per mort encefalica | extraccio d organs per mort encefalica
Q01124,extraccio d organs a cor parat | extraccio d organs a cor parat
Q01125,extraccio d organs: cor
Q01126,extraccio d organs: fetge
Q01127,extraccio d organs: pulmo dret | extraccio d organs: pulmons
Q01129,pericardiectomia total | pericardiectomia total
Q01130,implantacio d electrodes cerebrals al globus pal.lid per parkinson | implantacio d electrodes cerebrals al globus pal.lid per parkinson
Q01131,implantacio d electrodes cerebrals per epilepsia (per forat oval) | implantacio d electrodes cerebrals per epilepsia (a traves del forat oval)
Q01132,implantacio d electrodes cerebrals per epilepsia (per craniotomia) | implantacio d electrodes cerebrals per epilepsia (per craniotomia)
Q01133,esplancnicectomia (per toracoscopia) | esplancnicectomia (per toracoscopia)
Q01134,tiroidectomia quasi total | tiroidectomia quasi total
Q01135,tiroidectomia subtotal | tiroidectomia subtotal
Q01136,paratiroidectomia total | paratiroidectomia total
Q01138,paratiroidectomia de adenoma | paratiroidectomia per adenoma
Q01139,paratiroidectomia per adenoma (per endoscopia) | paratiroidectomia per adenoma (per endoscopia)
Q01140,reparacio vascular d abdomen per empeltinfectat | reparacio vascular d abdomen per empeltinfectat
Q01141,reparacio vascular de torax per empelt infectat | reparacio vascular de torax per empelt infectat
Q01142,reparacio vascular d extremitat inferior per empelt infectat | reparacio vascular d extremitat inferior per empelt infectat
Q01143,reparacio vascular d extremitat superior per empelt infectat | reparacio vascular d extremitat superior per empelt infectat
Q01144,reparacio d aneurisma dissecant d aortatoracica amb endoprotesi | reparacio d aneurisma dissecant d aortatoracica amb endoprotesi
Q01145,excisio de gangli limfatic pelvia | excisio de gangli limfatic pelvia
Q01146,excisio de gangli limfatic periaortic | excisio de gangli limfatic periaortic
Q01147,excisio de gangli limfatic periaortic (laparoscopia) | excisio de gangli limfatic periaortic (per laparoscopia)
Q01148,excisio de gangli limfatic periaortic (retroperitoneoscopia) | excisio de gangli limfatic periaortic (per retroperitoneoscopia)
Q01149,excisio de gangli centinella de cervic uterina | excisio de gangli centinella de coll uteri
Q01150,excisio de gangli centinella de mama | excisio de gangli centinella de mama
Q01151,excisio de gangli centinela de vulva | excisio de gangli centinella de vulva
Q01152,limfadenectomia radical axil.lar
Q01153,limfadenectomia radical periaortica | limfadenectomia radical periaortica
Q01154,limfadenectomia radical periaortica (laparoscopia) | limfadenectomia radical periaortica (per laparoscopia)
Q01155,limfadenectomia radical periaortica (retroperitoneoscopia) | limfadenectomia radical periaortica (per retroperitoneoscopia)
Q01156,limfadenectomia radical pelviana
Q01157,limfadenectomia radical pelviana (laparoscopia) | limfadenectomia radical pelviana (per laparoscopia)
Q01158,limfadenectomia radical de l hil renal | limfadenectomia radical de l hil renal
Q01159,gastrectomia de maniga (sleeve) (laparoscopia) | gastrectomia de maniga (per laparoscopia) | gastrectomia de maniga (sleeve) (laparoscopia)
Q01160,gastro-enterostomia dista (bypass) (laparoscopia) | gastro-enterostomia distal (bypass) (per laparoscopia) | gastro-enterostomia dista (bypass) (laparoscopia)
Q01161,gastro-enterostomia proximal (bypass) (laparoscopia) | gastro-enterostomia proximal (bypass) (per laparoscopia)
Q01162,gastro-jejunostomia
Q01163,gastro-jejunostomia (laparoscopia) | gastro-jejunostomia (per laparoscopia)
Q01164,encreuament duodenal (switch) (laparoscopia) | encreuament duodenal (switch) (per laparoscopia)
Q01165,sigmoidectomia + rectoplastia (laparoscopia) | sigmoidectomia + rectoplastia (per laparoscopia)
Q01166,reconstruccio de hartmann | reconstruccio de hartmann
Q01167,colostomia
Q01168,ileostomia
Q01169,reparacio d hernia pericolostomotica | reparacio d hernia pericolostomotica
Q01170,cierre de ileostomia | tancament d ileostomia
Q01171,tancament de colostomia
Q01172,sutura de laceracio de duode | sutura de laceracio de duode
Q01173,sutura de laceracio d intesti prim | sutura de laceracio d intesti prim
Q01174,sutura de laceracio d intesti gros | sutura de laceracio d intesti gros
Q01175,apendicectomia incidental en una laparoscopia | apendicectomia incidental en una laparoscopia
Q01176,apendicectomia incidental en una laparotomia
Q01177,recto-sigmoideo perineal | recto-sigmoidectomia perineal
Q01178,plicatura rectal [delorme]
Q01179,drenatge de fistula perianal amd sedal (seton) | drenatge de fistula perianal amb sedal (seton)
Q01180,puesta a plano de fistula perianal | posta a pla de fistula perianal | posta a pla de fistula perianal
Q01181,fistulectomia i penjall endoanal (flap) | fistulectomia i penjall endoanal (flap)
Q01182,desbridament d hemorroides trombosades | desbridament d hemorroides trombosades
Q01183,esfinteroplastia anal | esfinteroplastia anal
Q01184,implantacio d esfinter anal artificial | implantacio d esfinter anal artificial
Q01185,implantacio de neurostimulador sacre (incontinencia anal) | implantacio de neurostimulador anal
Q01186,control d hemorragia anal postoperatoria | control d hemorragia anal postoperatoria
Q01187,colecistomia + coledocotomia | colecistectomia + coledocotomia
Q01188,colecistectomia + coledocotomia (laparoscopia) | colecistectomia + coledocotomia (per laparoscopia)
Q01189,colecisto-jejunostomia | colecisto-jejunostomia
Q01190,colecisto-jejunostomia (laparoscopia) | colecisto-jejunostomia (per laparoscopia)
Q01191,hepatico-jejunostomia | hepatico-jejunostomia
Q01192,coledocotomia
Q01193,coledocotomia (laparoscopia) | coledocotomia (per laparoscopia)
Q01194,ampul.lectomia d ampul.la de vater | ampul.lectomia d ampul.la de vater
Q01195,excisio de tumor de via biliar | excisio de tumor de via biliar
Q01196,esfinterotomia d esfinter d oddi | esfinterotomia d esfinter d oddi
Q01197,pancreatico-jejunostomia [puestow] | pancreatico-jejunostomia [puestow]
Q01198,drenatge d absces de pancrees | drenatge d absces de pancrees
Q01199,enucleacio de tumor neuroendocri del pancrees | enucleacio de tumor neuroendocri del pancrees
Q01200,pancreatocisto-gastrostomia | pancreatocisto-gastrostomia
Q01201,pancreatocisto-jejunostomia | pancreatocisto-jejunostomia
Q01202,pancreatectomia distal
Q01203,pancreatectomia distal (laparoscopia) | pancreatectomia distal (per laparoscopia)
Q01204,duodeno-pancreatectomia cefalica | duodeno-pancreatectomia cefalica [whipple] | duodeno-pancreatectomia cefalica
Q01205,duodeno-pancreatectomia cefalica amb preservacio pilorica | duodeno-pancreatectomia cefalica amb preservacio pilorica
Q01206,trasplantament de pancrees | trasplantament de pancrees
Q01207,trasplantament de pancrees i de ronyo | trasplantament de pancrees i de ronyo
Q01208,laparotomia diagnostica de revisio (second  look) | laparotomia diagnostica de revisio (second look)
Q01209,laparotomia per hemorragia | laparotomia per hemorragia
Q01210,laparotomia per peritonitis
Q01211,laparoscopia diagnostica de revisio (second look) | laparoscopia diagnostica de revisio (second look)
Q01212,laparoscopia per hemorragia | laparoscopia per hemorragia
Q01213,laparoscopia per peritonitis | laparoscopia per peritonitis
Q01214,rentat peritoneal per a citologia
Q01215,excisio d endometriosi peritoneal | excisio d endometriosi peritoneal
Q01216,excisio d endometriosi peritoneal (laparoscopia) | excisio d endometriosi peritoneal (per laparoscopia)
Q01217,vaporitzacio endometriosi peritoneal | excisio d endometriosi peritoneal amb laser
Q01218,ecisio d endometriosi peritoneal amb laser (laparoscopia) | excisio d endometriosi peritoneal amb laser (per laparoscopia)
Q01219,omentectomia
Q01220,alliberament d adherencies pelvianes (laparoscopia) | alliberament d adherencies pelvianes (per laparoscopia)
Q01221,alliberament d adherencies pelvianes | alliberament d adherencies pelvianes
Q01222,fotocoagulacio de tm d ureter o pelvis amb laser (uretero-renoscopia) | fotocoagulacio de tumor d ureter o pelvis amb laser (per uretero-renoscopia)
Q01223,fotocoagulacio de tumor d ureter o pelvis amb laser (percutania) | fotocoagulacio de tumor d ureter o pelvis amb laser (percutania)
Q01224,cistoscopia + pielografia ascendent | cistoscopia + pielografia ascendent
Q01225,sutura de laceracio de bufeta urinaria | sutura de laceracio de bufeta urinaria
Q01226,plicatura suburetral de kelly | plicatura suburetral de kelly
Q01227,suspensio uretro-vaginal suprapubica | suspensio uretro-vaginal suprapubica
Q01228,suspensio uretro-vaginal suprapubica amb material biol (fascia o similars) | suspensio uretro-vaginal suprapubica amb material biologic (fascia o similars)
Q01229,suspensio uretro-vaginal suprapubica amb material sint (tvt o similar) | suspensio uretro-vaginal suprapubica amb material sint (tvt o similars)
Q01230,suspensio uretro-vaginal retropubica [burch] | suspensio uretro-vaginal retropubica [burch]
Q01231,suspensio uretro-vaginal retropubica [burch] (laparoscopia) | suspensio uretro-vaginal retropubica [burch] (per laparoscopia)
Q01232,injeccio suburetral d agents de volum (col.lagen i similars) | injeccio suburetral d agents de volum (col.lagen i similars)
Q01233,suspensio uretro-vaginal suprapubica amb regulacio mecanica ext (remeex) | suspensio uretro-vaginal suprapubica amb regulacio mecanica externa (remeex)
Q01234,termoablacio prostatica amb agulla (tuna) | termoablacio prostatica amb agulla (tuna)
Q01235,termoablacion prostatica con laser | termoablacio prostatica amb laser | termoablacio prostatica amb laser
Q01236,"ter,pablacio prostatica amb microones | termoablacio prostatica amb microones"
Q01237,crioterapia radical de prostata | termoablacio prostatica amb termoterapia | crioterapia radical de prostata
Q01238,termoablacio prostatica amb vaporitzacio | termoablacio prostatica amb vaporitzacio
Q01239,adenomectomia prostatica transecervicalhemostatica (ath) | adenomectomia prostatica transcervical hemostatica (ath)
Q01240,adenomectomia prostatica transvesical | adenomectomia prostatica transvesical
Q01241,adenomectomia prostatica retropubica  [millin] | adenomectomia prostatica retropubica [millin] | adenomectomia prostatica retropubica [millin]
Q01242,varicocelectomia per via inguinal
Q01243,varicocelectomia [ivanisevich] | varicocelectomia [ivanisevich] | varicocelectomia  [ivanisevich]
Q01244,biopsia d ovari | biopsia d ovari
Q01245,biopsia d ovari (laparoscopia) | biopsia d ovari (per laparoscopia)
Q01246,suspensio d ovari (ooforopexia) | suspensio d ovari (ooforopexia)
Q01247,puncio fol.licular d ovari assistida per ecografia
Q01248,puncion folicular de ovario asistida por ecografia (ambulatoria) | puncio fol.licular d ovari assistida per ecografia <local> | puncio fol.locular d ovari assistida per ecografia (ambulatoria)
Q01249,oclusio tubarica bilateral (per laparotomia) | oclusio tubaria bilateral (per laparotomia)
Q01250,biopsia uterina: endocervix <local> | biopsia uterina: endocervix <local>
Q01251,biopsia uterina: exocervix <local> | biopsia uterina: exocervix <local>
Q01252,conizacion de cervix uterino | conitzacio de cervix uterina | conitzacio de cervix uterina
Q01253,conitzacio de cervix uterina <local>
Q01254,excisio de polip de cervix uterina | excisio de polip de cervix uterina
Q01255,extirpacio monyo cervical | extirpacio de monyo de coll uteri
Q01256,cerclatge uteri (laparoscopia) | cerclatge uteri
Q01257,histerectomia abd radical [wertheim-meigs] + limfadenectomia pelviana | histerectomia abdominal radical [wertheim-meigs] + limfadenectomia pelviana
Q01258,histerectomia vag radical [schauta] + limfadenectomia pelviana (laparoscopia) | histerectomia vaginal radical [schauta]+ limfadenectomia pelviana (per laparosc
Q01259,excisio de septe vaginal | excisio de septe vaginal
Q01260,excisio d himen | excisio d himen
Q01261,excision de lesion vaginal | excisio de lesio vaginal | excisio de lesio vaginal
Q01262,reparacio de fistula recto-vaginal | reparacio de fistula recto-vaginal
Q01263,obliteracio vaginal (cleisis) | obliteracio vaginal (cleisis)
Q01264,ampliacio d introit vaginal | ampliacio d introit vaginal
Q01265,"excisio de condilomes (de vulva, vaginao perineu) amb laser | excisio de condilomes (de vulva, vaginao perineu) amb laser"
Q01266,vulvectomia cutania | vulvectomia cutania
Q01267,vulvectomia radical
Q01268,vulvectomia radical + escisio de ganglicentinella de vulva | vulvectomia radical + excisio de ganglicentinella de vulva
Q01269,vulvectomia radical + limfadenectomia inguinal | vulvectomia radical + limfadenectomia inguinal
Q01270,hemivulvectomia | hemivulvectomia
Q01271,hemivulvectomia + excisio de gangli centinella de vulva | hemivulvectomia + excisio de gangli centinella de vulva
Q01272,hemivulvectomia + limfadenectomia inguinal | hemivulvectomia + limfadenectomia inguinal
Q01273,vulvectomia parcial | vulvectomia parcial
Q01274,vulvectomia parcial + excisio de ganglicentinella de vulva | vulvectomia parcial + excisio de ganglicentinella de vulva
Q01275,vulvectomia parcial + limfadenectomia inguinal | vulvectomia parcial + limfadenectomia inguinal
Q01276,vulvectomia simple | vulvectomia simple
Q01277,cesaria electiva | cesaria electiva
Q01278,cesaria en curs de part | cesaria en curs de part
Q01279,cesaria urgent | cesaria urgent
Q01280,desbridament d absces de mama | desbridament d absces de mama
Q01281,excisio de fistula de mama | excisio de fistula de mama
Q01282,exploracio ginecologica (amb anestesia) | exploracio ginecologica (amb anestesia)
Q01283,biopsia diagnostica de moll d os | biopsia diagnostica de moll d os
Q01284,frenoplastia prepucial <local> | frenoplastia prepucial <local>
Q01285,trabeculectomia + facoemulsificacio de cataracta
Q01286,trabeculectomia + facoemulsificacio de cataracta + lio | trabeculectomia + facoemulsificacio de cataracta + implant de lio
Q01287,trasplantament corneal + extraccio extracapsular de cataracta
Q01288,trasplantament de cornea + extraccio extracapsular de catarata + lio | trasplantament corneal + extraccio extracapsular de cataracta + implant de lio
Q01289,desbridament i neteja de ferida d abdomen | desbridament i neteja de ferida d abdomen
Q01290,desbridament i neteja de ferida de coll
Q01291,desbridament i neteja de ferida de perineu
Q01292,desbridament i neteja de ferida de torax
Q01293,desbridament i neteja de ferida d esquena | desbridament i neteja de ferida d esquena
Q01294,desbridament neteja de ferida d extremitat inferior | desbridament i neteja de ferida d extremitat inferior
Q01295,desbridament i neteja de ferida d extremitat superior | desbridament i neteja de ferida d extremitat superior
Q01296,empelt ossi en fractura de canell
Q01297,empelt ossi en fractura de repla tibial | empelt ossi en fractura de repla tibial
Q01298,empelt ossi en fractura d humer | empelt ossi en fractura d humer
Q01299,excisio de cap de radi
Q01300,fasciotomia de l avantbrac | fasciotomia de l avantbrac
Q01301,osteosintesi de pelvis (acetabul: cellaposteior): cargols | osteosintesi d acetabul (cella posterior): cargols
Q01302,osteosintesi de pelvis (acetabul): placa o cargols | osteosintesi d acetabul: placa o cargols
Q01303,osteosintesi d astragal: cargols o agulles k | osteosintesi d astragal: cargols o agulles de kirschner
Q01304,osteosintesi de calcani: agulles k | osteosintesi de calcani: agulles de kirschner
Q01305,osteosintesi de calcani: placa | osteosintesi de calcani: placa
Q01306,fixador extern de canell | osteosintesi de canell: fixador extern
Q01307,"osteosintesi de clavicula: placa, clau endomedul.lar o agulles k | osteosintesi de clavicula: placa, clau endomedul.lar o agulles de kirschner"
Q01308,fixador extern de colze | osteosintesi de colze: fixador extern
Q01309,osteosintesi de cubit (diafisi): placa | osteosintesi de cubit (diafisi): placa
Q01310,osteosintesi de falanges de la ma: agulles k | osteosintesi de falanges de la ma: agulles de kirschner
Q01311,osteosintesi de falanges de la ma: placa de minifragments | osteosintesi de falanges de la ma: placa de minifragments
Q01312,osteosintesis de femur: tornillo-placa deslizante (95o) [dcs] | osteosintesi de femur: cargol-placa lliscant (95o) | osteosintesi de femur: cargol-placa lliscant (95o) [dcs]
Q01313,osteosintesi de femur: clau endomedul.lar enforrellat [ufn] | osteosintesi de femur: clau endomedul.lar enforrellat
Q01314,osteosintesi de femur: clau endomedul.lar llarg [pfn o gamma] | osteosintesi de femur: clau endomedul.lar llarg (tipus pfn o gamma)
Q01315,osteosintesi de femur: clau endomedul.lar retrograd | osteosintesi de femur: clau endomedul.lar retrograd
Q01316,osteosintesi de femur: placa | osteosintesi de femur: placa
Q01317,fixador extern de ma | osteosintesi de la ma: fixador extern
Q01318,osteosintesi de metacarpians: agulles k | osteosintesi de metacarpians: agulles de kirschner
Q01319,osteosintesi de metacarpians: placa de minifragments | osteosintesi de metacarpians: placa de minifragments
Q01320,osteosintesi de pelvis: placa anterior | osteosintesi de pelvis (anterior): placa
Q01321,osteosintesi de pelvis  (percutania) | osteosintesi de pelvis (percutania)
Q01322,mod.qui. fixador extern de pelvis: anterior | osteosintesi de pelvis: fixador extern anterior
Q01323,fixador extern de pelvis  tipus c-clamp | osteosintesi de pelvis: fixador extern tipus c-clamp
Q01324,osteosintesi de perone i mal.leol peroneal: placa o cargols | osteosintesi de perone: placa
Q01325,osteosintesis de pie (percutania) | osteosintesi de peu (percutania) | osteosintesi de peu (percutania)
Q01326,osteosintesi de radi (cap) cargols o agulles k | osteosintesi de radi (cap): cargols o agulles de kirschner
Q01327,osteosintesi de radi (diafisi): placa | osteosintesi de radi (diafisi): placa
Q01328,osteosintesi de radi (epifisi distal): placa de baix perfil | osteosintesi de radi (epifisi distal): placa de baix perfil
Q01329,osteosintesis de radio (epifisisdistal): placa o tornillos | osteosintesi de radi (epifisi distal): placa o cargols | osteosintesi de radi(epifisi distal): placa o cargols
Q01330,osoteosintesi de radi (percutania): agulles k | osteosintesi de radi (percutania): agulles de kirschner
Q01331,osteosintesi de tibia (diafisi): placa | osteosintesi de tibia (diafisi): placa
Q01332,osteosintesi de tibia (pilo): placa | osteosintesi de tibia (pilo): placa
Q01333,osteosintesi de tibia (repla): cargols canulats | osteosintesi de tibia (repla): cargols canulats
Q01334,osteosintesi de tibia (repla): placa o cargols | osteosintesi de tibia (repla): placa o cargols
Q01335,mod.quir. osteosintesi de tibia | osteosintesi de tibia: clau endomedul.lar enforrellat
Q01336,fixador extern de tibia | osteosintesi de tibia: fixador extern
Q01337,osteosintesi de tibia (mal.leol): cargols o agulles k | osteosintesi de turmell (mal.leol medial): cargols o agulles de kirschner
Q01338,osteosintesi d escafoide del carp | osteosintesi d escafoide del carp
Q01339,fixador extern d espatlla | osteosintesi d espatlla: fixador extern
Q01340,osteosintesi d estiloide cubital (oberta o percutania) | osteosintesi d estiloide cubital (oberta o percutania)
Q01341,osteosintesi d humer (epifisi proximal)(percutania): agulles k | osteosintesi d humer (epifisi proximal)(percutania): agulles de kirschner
Q01342,osteosintesi d humer (epifisi proximal): placa o cargols | osteosintesi d humer (epifisi proximal): placa o cargols
Q01343,osteosintesi d humer (epifisi proximal): sutura o agulles  k | osteosintesi d humer (epifisi proximal): sutura o agulles de kirschner
Q01344,osteosintesi d humer (paleta) (percutania): agulles k | osteosintesi d humer (paleta) (percutania): agulles de kirschner
Q01345,osteosintesi d humer (paleta): placa o cargols | osteosintesi d humer (paleta): placa o cargols
Q01346,osteosintesi d humer: agulles endomedul.lars [hacketal]
Q01347,osteosintesi d humer: clau endomedul.lar enforrellat | osteosintesi d humer: clau endomedul.lar enforrellat
Q01348,osteosintesi d humer  placa | osteosintesi d humer: placa
Q01349,osteosintesi d olecran | osteosintesi d olecran
Q01350,reduccio (oberta) de luxacio de maluc | reduccio (oberta) de luxacio de maluc
Q01351,reduccio (oberta) de luxacio de proteside maluc
Q01352,reduccio (tancada) de luxacio de maluc | reduccio (tancada) de luxacio de maluc
Q01353,reduccio (tancada) de luxacio de protesi de maluc
Q01354,reduccio (tancada) de luxacio d espatlla | reduccio (tancada) de luxacio d espatlla
Q01355,reinsercio d espines tibials (oberta)
Q01356,reinsercio d espines tibials (artroscopia) | reinsercio d espines tibials (per artroscopia)
Q01357,reparacio acromioclavicular | reparacio acromioclavicular
Q01358,sutura d arteria cubital
Q01359,sutura d arteria radial
Q01360,sutura de nervi col.lateral de la ma | sutura de nervi col.lateral de la ma
Q01361,sutura de tendo externsor de la ma | sutura de tendo extensor de la ma
Q01362,sutura de tendo flexor de la ma | sutura de tendo flexor de la ma
Q01363,sutura microquirurgica de nervi col.lateral de la ma | sutura microquirurgica de nervi col.lateral de la ma
Q01364,sutura microquirurgica de nervi cubitalal canell
Q01365,sutura microquirurgica de nervi media al canell
Q01366,sutura microquirurgica vascular de la ma | sutura microquirurgica vascular de la ma
Q01367,sutura de tendo de peu o turmell | sutura tendinosa de peu o turmell
Q01368,tecniques de cobertura cutania de la ma | tecniques de cobertura cutania de la ma
Q01369,tecniques de cobertura cutania de l avantbrac i el colze
Q01370,"alliberament de retraccio cicatricial de ma i dits amb empelts, penjalls o zetap | alliberament de retraccio cicatricial de la ma i els dits amb empelts, penjalls"
Q01371,apicectomia dental
Q01372,apicectomia dental <local>
Q01373,artroplastia temporomandibular amb autoempelt
Q01374,artroplastia temporomandibular amb homoempelt
Q01375,artroplastia temporomandibular amb protesi
Q01376,artroplastia temporomandibular sense autoempelt
Q01378,correccio d hipospadies
Q01379,dermolipectomia abdominal parcial | dermolipectomia abdominal parcial
Q01380,dermolipectomia abdominal | dermolipectomia abdominal total
Q01381,empelt cutani amb anastomosi microvascular | empelt cutani amb anastomosi microvascular
Q01382,empelt de fascia amb anastomosi microvascular | empelt de fascia amb anastomosi microvascular
Q01383,empelt muscular o musculocutani amb anastomosi microvascular | empelt muscular o musculocutani amb anastomosi microvascular
Q01384,excisio de lesio cutania benigna o premaligna<local> | excisio de lesio cutania benigna o premaligna <local>
Q01385,excisio de lesio cutania benigna o premaligna amb laser <local>
Q01386,excisio de lesio de parpella i reconstruccio
Q01387,excisio de lesio labial i reconstruccioamb penjall [estlander]
Q01388,excisio de lesio labial i reconstruccioamb penjall labial encreuat [abbe-estlan
Q01389,excisio de lesio lingual i reconstruccio amb penjall
Q01390,excisio de quist congenit de cua de cella <local>
Q01391,excisio de quist congenit de la linia mediana nasal
Q01392,excisio d ulcera isquiatica de pressio + penjall cutani
Q01393,excisio d ulcera sacra de pressio + penjall cutani
Q01395,excisio o curetatge de lesio cutania benigna | excisio o curetatge de lesio cutania benigna
Q01396,excisio o curetatge de tumor benigne decubit o radi
Q01397,excisio o curetatge de tumor benigne del carp
Q01398,exodoncia de diente impactado | exodoncia de dent impactada | exodoncia de dent impactada
Q01399,exodoncia de dent impactada <local> | exodoncia de dent impactada <local>
Q01400,extraccio d arrel dental residual | extraccio d arrel dental residual
Q01401,extraccio d arrel dental residual <local>
Q01402,extraccio de protesi mamaria | extraccio de protesi mamaria
Q01403,extraccio de sutura metal.lica dental <local> | extraccio de sutura metal.lica dental <local>
Q01404,extraccio d expansor sense reconstruccio | extraccio d expansor de teixit mamari
Q01405,extraccio d expansor de teixit no mamari
Q01406,extraccio quirurgica de dent <local> | extraccio quirurgica de dent <local>
Q01407,fasciectomia palmar per malaltia de dupuytren
Q01408,frenectomia lingual
Q01409,frenectomia lingual <local>
Q01410,gingivoplastia | gingivoplastia
Q01411,glossectomia radical
Q01412,glossectomia total
Q01413,insercio de protesi mamaria unilateral per asimetria mamaria | insercio de protesi mamaria unilateral per asimetria mamaria
Q01414,insercio d expansor de teixit mamari | insercio d expansor de teixit mamari
Q01415,recanvi d expansor per penjoll | insercio d expansor de teixit mamari (per subcutaneoscopia)
Q01416,insercio d expansor de teixit no mamari | insercio d expansor de teixit no mamari
Q01417,insercio immediata de protesi mamaria (post. cir. mamaria) | insercio immediata de protesi mamaria (despres de cirurgia mamaria)
Q01418,insercio retardada de protesi mamaria (post cir. mamaria)) | insercio retardada de protesi mamaria (despres de cirurgia mamaria)
Q01419,recanvi d expansor per protesi (gm 68) | insercio retardada de protesi mamaria (despres de cirurgia mamaria) (per subcuta
Q01420,liposuccion de lipomatosi de madelung | liposuccio de lipomatosi de madelung | liposuccio de lipomatosi de madelung
Q01421,mandibulectomia marginal | mandibulectomia marginal
Q01422,mandibulectomia total | mandibulectomia total | mandibulectomia total
Q01423,mastoplastia de aumento con implante deprotesis | mastoplastia d augment amb implant de protesi | mastoplastia d augmet amb implant de protesi
Q01424,mastoplastia de reduccion bilateral | mastoplastia de reduccio bilateral | mastoplastia de reduccio bilateral
Q01425,mastoplastia de reduccio unilateral | mastoplastia de reduccio unilateral
Q01426,omfaloplastia
Q01427,osteotomia segmentaria de mandibula | osteotomia segmentaria de mandibula
Q01428,"penjall cutani (10 a 30 cm2): cara, coll, aixelles, genitals, mans, peus | penjall cutani (de 10 a 30 cm2): cara, coll, aixelles, genitals, mans, peus"
Q01429,penjall cutani (10 a 30 cm2): cuir cabellut | penjall cutani (de 10 a 30 cm2): cuir cabellut
Q01430,penjall cutani  (10 a 30 cm2): extremitats | penjall cutani (de 10 a 30 cm2): extremitats
Q01431,"penjall cutani (10 a 30 cm2): parpelles, nas, orelles, llavis | penjall cutani (de 10 a 30 cm2): parpelles, nas, orelles, llavis"
Q01432,penjall cutani (10 a 30 cm2): tronc | penjall cutani (de 10 a 30 cm2): tronc
Q01433,"penjall cutani(< 10 cm2): cara, coll, aixelles, genitals, mans, peus | penjall cutani (fins a 10 cm2): cara, coll, aixelles, genitals, mans, peus"
Q01434,penjall cutani (< 10 cm2): cuir cabellut | penjall cutani (fins a 10 cm2): cuir cabellut
Q01435,penjall cutani (< 10 cm2): extremitats | penjall cutani (fins a 10 cm2): extremitats
Q01436,"penjall cutani  (< 10 cm2): parpelles, nas, orelles, llavis | penjall cutani (fins a 10 cm2): parpelles, nas, orelles, llavis"
Q01437,penjall cutani (< 10 cm2): tronc | penjall cutani (fins a 10 cm2): tronc
Q01438,penjall cutani  (mes de 30 cm2) | penjall cutani (mes de 30 cm2)
Q01439,"penjall muscular, musculocutani o fasciocutani: cap i coll | penjall muscular, musculocutani o fasciocutani: cap i coll"
Q01440,"penjall muscular, musculocutani o fasciocutani: extremitat inferior | penjall muscular, musculocutani o fasciocutani: extremitat inferior"
Q01441,"penjall muscular, musculocutani o fasciocutani extremitat superior | penjall muscular, musculocutani o fasciocutani: extremitat superior"
Q01442,"penjall muscular, musculocutani o fasciocutani: tronc | penjall muscular, musculocutani o fasciocutani: tronc"
Q01443,reconstruccio de branques mandibulars amb osteotomia | reconstruccio de branques mandibulars amb osteotomia
Q01444,reconstruccio de branques mandibulars amb ostetotomia i empelt ossi
Q01445,reconstruccio de condil mandibular amb autoempelt ossi i de cartilag
Q01446,reconstruccio d arc zigomatic i fossa glenoideal amb empelt ossi i de cartilag | reconstruccio de l arc zigomatic i la fossa glenoidal amb empelt ossi i de carti
