diag_ref,catalog,code,diag_descr
6021580,12,Z86.79,Historia personal de otras enfermedades del aparato circulatorio
6021581,12,Z87.19,Historia personal de otras enfermedades del aparato digestivo
6021582,12,Z87.09,Historia personal de otras enfermedades del aparato respiratorio
6021583,12,Z87.448,Historia personal de otras enfermedades del aparato urinario
6021584,12,Z86.69,Historia personal de otras enfermedades del sistema nervioso y órganos de los sentidos
6021585,12,Z87.42,Historia personal de otras enfermedades del tracto genital femenino
6021586,12,Z87.828,Historia personal de otras lesiones físicas y traumatismos (curados)
6021587,12,Z87.738,Historia personal de otras malformaciones congénitas especificadas (corregidas) del aparato digestivo
6021588,12,Z87.718,Historia personal de otras malformaciones congénitas especificadas (corregidas) del aparato génitourinario
6021589,12,Z87.728,Historia personal de otras malformaciones congénitas especificadas (corregidas) del sistema nervioso y órganos de los sentidos
6021590,12,Z85.79,"Historia personal de otras neoplasias malignas de tejidos linfáticos, hemopoyéticos y tejidos relacionados"
6021591,12,Z87.311,Historia personal de otro tipo de fractura patológica (consolidada) 
6021592,12,Z86.018,Historia personal de otro tipo de neoplasia benigna
6021593,12,Z92.29,Historia personal de otro tratamiento con fármacos
6021594,12,Z92.89,Historia personal de otro tratamiento médico
6021595,12,Z86.59,Historia personal de otros trastornos mentales y del comportamiento
6021596,12,Z86.13,Historia personal de paludismo (malaria)
6021597,12,Z86.74,Historia personal de parada cardíaca súbita
6021598,12,Z87.890,Historia personal de reasignación de sexo
6021599,12,Z87.441,Historia personal de síndrome nefrótico
6021600,12,Z86.72,Historia personal de tromboflebitis
6021601,12,Z85.060,Historia personal de tumor carcinoide maligno de intestino delgado
6021602,12,Z85.030,Historia personal de tumor carcinoide maligno del intestino grueso
6021603,12,Z85.040,Historia personal de tumor carcinoide maligno del recto
6021604,12,Z85.110,Historia personal de tumor maligno carcinoide de bronquios y pulmón
6021605,12,Z86.31,Historia personal de úlcera de pie diabético
6021606,12,E72.11,Homocistinuria
6021607,12,Z56.3,Horario de trabajo estresante
6021608,12,Y92.74,Huerta como lugar del acontecimiento de la causa externa
6021609,12,Q80.2,Ictiosis lamelar
6021610,12,Q80.1,Ictiosis ligada al cromosoma X
6021611,12,R45.851,Ideaciones suicidas
6021612,12,L01.03,Impétigo ampolloso
6021613,12,L01.01,Impétigo no ampolloso
6021614,12,L01.00,"Impétigo, no especificado"
6021615,12,O44.53,"Implantación baja de placenta con hemorragia, tercer trimestre"
6021616,12,O44.43,"Implantación baja de placenta NEOM o sin hemorragia, tercer trimestre"
6021617,12,O44.40,"Implantación baja de placenta NEOM o sin hemorragia, trimestre no especificado"
6021618,12,N39.41,Incontinencia de urgencia
6021619,12,N39.46,Incontinencia mixta
6021620,12,Q82.3,Incontinencia pigmentaria
6021621,12,N39.490,Incontinencia por rebosamiento
6021622,12,Z68.1,"Índice de masa corporal [IMC] 19.9 o menor, adulto"
6021623,12,Z68.25,"Índice de masa corporal [IMC] 25.0-25.9, adulto"
6021624,12,Z68.26,"Índice de masa corporal [IMC] 26.0-26.9, adulto"
6021625,12,Z68.27,"Índice de masa corporal [IMC] 27.0-27.9, adulto"
6021626,12,Z68.29,"Índice de masa corporal [IMC] 29.0-29.9, adulto"
6021627,12,Z68.30,"Índice de masa corporal [IMC] 30.0-30.9, adulto"
6021628,12,Z68.32,"Índice de masa corporal [IMC] 32.0-32.9, adulto"
6021629,12,Z68.33,"Índice de masa corporal [IMC] 33.0-33.9, adulto"
6021630,12,Z68.36,"Índice de masa corporal [IMC] 36.0-36.9, adulto"
6021631,12,Z68.37,"Índice de masa corporal [IMC] 37.0-37.9, adulto"
6021632,12,Z68.38,"Índice de masa corporal [IMC] 38.0-38.9, adulto"
6021633,12,Z68.39,"Índice de masa corporal [IMC] 39.0-39.9, adulto"
6021634,12,Z68.41,"Índice de masa corporal [IMC] 40.0-44.9, adulto"
6021635,12,Z68.42,"Índice de masa corporal [IMC] 45.0-49.9, adulto"
6021636,12,Z68.43,"Índice de masa corporal [IMC] 50.0-59.9, adulto"
6021637,12,Z68.44,"Índice de masa corporal [IMC] 60.0-69.9, adulto"
6021638,12,Z68.52,"Índice de masa corporal [IMC] pediátrico, entre el percentil 5 e inferior al percentil 85 para la edad"
6021639,12,Z68.51,"Índice de masa corporal [IMC] pediátrico, inferior al percentil 5 para la edad"
6021640,12,Z68.54,"Índice de masa corporal [IMC] pediátrico, superior o igual al percentil 95 para la edad"
6021641,12,N64.51,Induración mamaria
6021642,12,M23.50,"Inestabilidad crónica de rodilla, rodilla no especificada"
6021643,12,T84.022A,"Inestabilidad de prótesis interna de rodilla derecha, contacto inicial"
6021644,12,T84.023A,"Inestabilidad de prótesis interna de rodilla izquierda, contacto inicial"
6021645,12,R26.81,Inestabilidad en bipedestación
6021646,12,M53.2X9,"Inestabilidades vertebrales, localización no especificada"
6021647,12,M53.2X1,"Inestabilidades vertebrales, región occipitoatloaxoidea"
6021648,12,K55.069,"Infarto agudo de intestino, parte y extensión no especificadas"
6021649,12,G95.11,Infarto agudo de médula espinal (embólico) (no embólico)
6021650,12,I21.21,Infarto agudo de miocardio con elevación de ST (IAMCEST) (IMEST) (STEMI) con implicación de la arteria coronaria circunfleja
6021651,12,I21.09,Infarto agudo de miocardio con elevación de ST (IAMCEST) (IMEST) (STEMI) con implicación de otra arteria coronaria de la cara anterior
6021652,12,I21.29,Infarto agudo de miocardio con elevación de ST (IAMCEST) (IMEST) (STEMI) de otra localización
6021653,12,K55.022,Infarto agudo difuso de intestino delgado
6021654,12,K55.021,Infarto agudo focal (segmentario) de intestino delgado
6021655,12,I63.413,Infarto cerebral debido a embolia de ambas arterias cerebrales medias
6021656,12,I63.12,Infarto cerebral debido a embolia de arteria basilar
6021657,12,I63.131,Infarto cerebral debido a embolia de arteria carótida derecha
6021658,12,I63.132,Infarto cerebral debido a embolia de arteria carótida izquierda
6021659,12,I63.441,Infarto cerebral debido a embolia de arteria cerebelosa derecha
6021660,12,I63.442,Infarto cerebral debido a embolia de arteria cerebelosa izquierda
6021661,12,I63.421,Infarto cerebral debido a embolia de arteria cerebral anterior derecha
6021662,12,I63.422,Infarto cerebral debido a embolia de arteria cerebral anterior izquierda
6021663,12,I63.411,Infarto cerebral debido a embolia de arteria cerebral media derecha
6021664,12,I63.419,Infarto cerebral debido a embolia de arteria cerebral media no especificada
6021665,12,I63.40,Infarto cerebral debido a embolia de arteria cerebral no especificada
6021666,12,I63.431,Infarto cerebral debido a embolia de arteria cerebral posterior derecha
6021667,12,I63.432,Infarto cerebral debido a embolia de arteria cerebral posterior izquierda
6021668,12,I63.112,Infarto cerebral debido a embolia de arteria vertebral izquierda
6021669,12,I63.49,Infarto cerebral debido a embolia de otra arteria cerebral
6021670,12,I63.533,Infarto cerebral debido a oclusión o estenosis no especificada de ambas arterias cerebrales posteriores
6021671,12,I63.541,Infarto cerebral debido a oclusión o estenosis no especificada de arteria cerebelosa derecha
6021672,12,I63.542,Infarto cerebral debido a oclusión o estenosis no especificada de arteria cerebelosa izquierda
6021673,12,I63.549,Infarto cerebral debido a oclusión o estenosis no especificada de arteria cerebelosa no especificada
6021674,12,I63.521,Infarto cerebral debido a oclusión o estenosis no especificada de arteria cerebral anterior derecha
6021675,12,I63.522,Infarto cerebral debido a oclusión o estenosis no especificada de arteria cerebral anterior izquierda
6021676,12,I63.519,Infarto cerebral debido a oclusión o estenosis no especificada de arteria cerebral media no especificada
6021677,12,I63.50,Infarto cerebral debido a oclusión o estenosis no especificada de arteria cerebral no especificada
6021678,12,I63.531,Infarto cerebral debido a oclusión o estenosis no especificada de arteria cerebral posterior derecha
6021679,12,I63.539,Infarto cerebral debido a oclusión o estenosis no especificada de arteria cerebral posterior no especificada
6021680,12,I63.59,Infarto cerebral debido a oclusión o estenosis no especificada de otra arteria cerebral
6021681,12,I63.233,Infarto cerebral debido a oclusión o estenosis no especificadas de ambas arterias carótidas
6021682,12,I63.213,Infarto cerebral debido a oclusión o estenosis no especificadas de ambas arterias vertebrales
6021683,12,I63.231,Infarto cerebral debido a oclusión o estenosis no especificadas de arteria carótida derecha
6021684,12,I63.239,Infarto cerebral debido a oclusión o estenosis no especificadas de arteria carótida no especificada
6021685,12,I63.211,Infarto cerebral debido a oclusión o estenosis no especificadas de arteria vertebral derecha
6021686,12,I63.212,Infarto cerebral debido a oclusión o estenosis no especificadas de arteria vertebral izquierda
6021687,12,I63.219,Infarto cerebral debido a oclusión o estenosis no especificadas de arteria vertebral no especificada
6021688,12,I63.29,Infarto cerebral debido a oclusión o estenosis no especificadas de otras arterias precerebrales
6021689,12,I63.02,Infarto cerebral debido a trombosis de arteria basilar
6021690,12,I63.031,Infarto cerebral debido a trombosis de arteria carótida derecha
6021691,12,I63.032,Infarto cerebral debido a trombosis de arteria carótida izquierda
6021692,12,I63.311,Infarto cerebral debido a trombosis de arteria cerebral media derecha
6021693,12,I63.30,Infarto cerebral debido a trombosis de arteria cerebral no especificada
6021694,12,I63.331,Infarto cerebral debido a trombosis de arteria cerebral posterior derecha
6021695,12,I63.332,Infarto cerebral debido a trombosis de arteria cerebral posterior izquierda
6021696,12,I63.00,Infarto cerebral debido a trombosis de arteria precerebral no especificada
6021697,12,I63.011,Infarto cerebral debido a trombosis de arteria vertebral derecha
6021698,12,I63.012,Infarto cerebral debido a trombosis de arteria vertebral izquierda
6021699,12,I63.019,Infarto cerebral debido a trombosis de arteria vertebral no especificada
6021700,12,I63.39,Infarto cerebral debido a trombosis de otra arteria cerebral
6021701,12,I97.811,Infarto cerebrovascular intraoperatorio durante otra cirugía
6021702,12,I97.820,Infarto cerebrovascular posprocedimiento después de cirugía cardiaca
6021703,12,I97.821,Infarto cerebrovascular posprocedimiento después de otra cirugía
6021704,12,I21.A1,Infarto de miocardio tipo 2
6021705,12,M62.20,"Infarto isquémico no traumático de músculo, localización no especificada"
6021706,12,M62.249,"Infarto isquémico no traumático de músculo, mano no especificada"
6021707,12,M62.261,"Infarto isquémico no traumático de músculo, pierna derecha"
6021708,12,O43.813,"Infarto placentario, tercer trimestre"
6021709,12,A31.1,Infección cutánea por micobacterias
6021710,12,K94.02,Infección de colostomía
6021711,12,K94.12,Infección de enterostomía
6021712,12,N99.531,Infección de estoma continente del tracto urinario
6021713,12,K94.22,Infección de gastrostomía
6021714,12,O86.09,"Infección de herida quirúrgica obstétrica, otra localización quirúrgica"
6021715,12,O86.00,"Infección de herida quirúrgica obstétrica, sin especificar"
6021716,12,O86.02,"Infección de herida quirúrgica obstétrica, zona de incisión profunda"
6021717,12,O86.01,"Infección de herida quirúrgica obstétrica, zona de incisión superficial"
6021718,12,O86.03,"Infección de herida quirúrgica obstétrica, zona de órgano y espacio"
6021719,12,T86.832,Infección de injerto óseo
6021720,12,T87.43,Infección de muñón de amputación de extremidad inferior derecha
6021721,12,T87.44,Infección de muñón de amputación de extremidad inferior izquierda
6021722,12,T87.40,Infección de muñón de amputación de extremidad no especificada
6021723,12,T87.41,Infección de muñón de amputación de extremidad superior derecha
6021724,12,T86.93,Infección de órgano y tejido trasplantado no especificados
6021725,12,O23.591,"Infección de otra localización del tracto genital en el embarazo, primer trimestre"
6021726,12,O23.593,"Infección de otra localización del tracto genital en el embarazo, tercer trimestre"
6021727,12,O23.599,"Infección de otra localización del tracto genital en el embarazo, trimestre no especificado"
6021728,12,T86.892,Infección de otro tipo de tejido trasplantado
6021729,12,T86.13,Infección de riñón trasplantado
6021730,12,J95.02,Infección del estoma de la traqueostomía
6021731,12,O41.1020,"Infección del saco y las membranas amnióticas, no especificada, segundo trimestre, no aplicable o no especificado"
6021732,12,O41.1030,"Infección del saco y las membranas amnióticas, no especificada, tercer trimestre, no aplicable o no especificado"
6021733,12,O41.1090,"Infección del saco y las membranas amnióticas, no especificada, trimestre no especificado, no aplicable o no especificado"
6021734,12,T80.211D,"Infección del torrente sanguíneo por (debida a) catéter venoso central, contacto sucesivo"
6021735,12,O23.92,"Infección del tracto genitourinario no especificada en el embarazo, segundo trimestre"
6021736,12,O23.90,"Infección del tracto genitourinario no especificada en el embarazo, trimestre no especificado"
6021737,12,O04.88,Infección del tracto urinario después de interrupción (inducida) del embarazo
6021738,12,O86.20,"Infección del tracto urinario después del parto, no especificada"
6021739,12,T81.49XA,"Infección después de un procedimiento, otra zona quirúrgica, contacto inicial"
6021740,12,T81.49XD,"Infección después de un procedimiento, otra zona quirúrgica, contacto sucesivo"
6021741,12,T81.40XA,"Infección después de un procedimiento, sin especificar, contacto inicial"
6021742,12,T81.40XD,"Infección después de un procedimiento, sin especificar, contacto sucesivo"
6021743,12,T81.42XA,"Infección después de un procedimiento, zona de incisión quirúrgica profunda, contacto inicial"
6021744,12,T81.41XA,"Infección después de un procedimiento, zona de incisión quirúrgica superficial, contacto inicial"
6021745,12,T81.41XD,"Infección después de un procedimiento, zona de incisión quirúrgica superficial, contacto sucesivo"
6021746,12,T81.43XD,"Infección después de un procedimiento, zona quirúrgica de órgano y espacio, contacto sucesivo"
6021747,12,M01.X62,"Infección directa de articulación en enfermedades infecciosas y parasitarias clasificadas bajo otro concepto, rodilla izquierda"
6021748,12,M01.X72,"Infección directa de articulación en enfermedades infecciosas y parasitarias clasificadas bajo otro concepto, tobillo y pie izquierdo"
6021749,12,A31.2,Infección diseminada por Mycobacterium avium-intracellulare complex (IDMAC)
6021750,12,A54.23,Infección gonocócica de otros órganos genitales masculinos
6021751,12,A54.00,"Infección gonocócica de tracto genitourinario, no especificada"
6021752,12,T80.212A,"Infección local por (debida a) catéter venoso central, contacto inicial"
6021753,12,T80.212D,"Infección local por (debida a) catéter venoso central, contacto sucesivo"
6021754,12,O23.41,"Infección no especificada del tracto urinario en el embarazo, primer trimestre"
6021755,12,O23.42,"Infección no especificada del tracto urinario en el embarazo, segundo trimestre"
6021756,12,O23.43,"Infección no especificada del tracto urinario en el embarazo, tercer trimestre"
6021757,12,O23.40,"Infección no especificada del tracto urinario en el embarazo, trimestre no especificado"
6021758,12,T80.219A,"Infección no especificada por (debida a) catéter venoso central, contacto inicial"
6021759,12,A60.02,Infección por herpesvirus de otros órganos genitales masculinos
6021760,12,A60.01,Infección por herpesvirus del pene
6021761,12,A60.00,"Infección por herpesvirus del sistema urogenital, no especificada"
6021762,12,K95.81,Infección por otro procedimiento bariátrico
6021763,12,A49.02,"Infección por Staphylococcus aureus resistente a meticilina, localización no especificada"
6021764,12,T85.71XA,"Infección y reacción inflamatoria debidas a catéter de diálisis peritoneal, contacto inicial"
6021765,12,T85.730A,"Infección y reacción inflamatoria debidas a derivación ventricular intracraneal (comunicante), contacto inicial"
6021766,12,T85.731A,"Infección y reacción inflamatoria debidas a neuroestimulador electrónico implantado de cerebro, electrodo (cable), contacto inicial"
6021767,12,T85.734D,"Infección y reacción inflamatoria debidas a neuroestimulador electrónico implantado, generador, contacto sucesivo"
6021768,12,T85.79XA,"Infección y reacción inflamatoria debidas a otras prótesis, implantes e injertos internos, contacto inicial"
6021769,12,T85.79XD,"Infección y reacción inflamatoria debidas a otras prótesis, implantes e injertos internos, contacto sucesivo"
6021770,12,T83.518A,"Infección y reacción inflamatoria debidas a otro catéter urinario, contacto inicial"
6021771,12,T85.738A,"Infección y reacción inflamatoria debidas a otro dispositivo, implante e injerto del sistema nervioso, contacto inicial"
6021772,12,T83.69XD,"Infección y reacción inflamatoria debidas a otro tipo de prótesis, implante e injerto en tracto genital, contacto sucesivo"
6021773,12,T83.61XA,"Infección y reacción inflamatoria debidas a prótesis peneana implantada, contacto inicial"
6021774,12,T84.63XA,"Infección y reacción inflamatoria por (debida a) dispositivo de fijación interna de columna vertebral, contacto inicial"
6021775,12,T84.620A,"Infección y reacción inflamatoria por (debida a) dispositivo de fijación interna de fémur derecho, contacto inicial"
6021776,12,T84.621A,"Infección y reacción inflamatoria por (debida a) dispositivo de fijación interna de fémur izquierdo, contacto inicial"
6021777,12,T84.629A,"Infección y reacción inflamatoria por (debida a) dispositivo de fijación interna de hueso no especificado de pierna, contacto inicial"
6021778,12,T84.610A,"Infección y reacción inflamatoria por (debida a) dispositivo de fijación interna de húmero derecho, contacto inicial"
6021779,12,T84.60XA,"Infección y reacción inflamatoria por (debida a) dispositivo de fijación interna de localización no especificada, contacto inicial"
6021780,12,T84.60XD,"Infección y reacción inflamatoria por (debida a) dispositivo de fijación interna de localización no especificada, contacto sucesivo"
6021781,12,T84.69XA,"Infección y reacción inflamatoria por (debida a) dispositivo de fijación interna de otra localización, contacto inicial"
6021782,12,T84.69XD,"Infección y reacción inflamatoria por (debida a) dispositivo de fijación interna de otra localización, contacto sucesivo"
6021783,12,T84.624A,"Infección y reacción inflamatoria por (debida a) dispositivo de fijación interna de peroné derecho, contacto inicial"
6021784,12,T84.625A,"Infección y reacción inflamatoria por (debida a) dispositivo de fijación interna de peroné izquierdo, contacto inicial"
6021785,12,T84.622A,"Infección y reacción inflamatoria por (debida a) dispositivo de fijación interna de tibia derecha, contacto inicial"
6021786,12,T84.623A,"Infección y reacción inflamatoria por (debida a) dispositivo de fijación interna de tibia izquierda, contacto inicial"
6021787,12,T84.7XXA,"Infección y reacción inflamatoria por (debida a) otras prótesis, implantes e injertos ortopédicos internos, contacto inicial"
6021788,12,T84.59XA,"Infección y reacción inflamatoria por (debida a) otro tipo de prótesis interna de articulación, contacto inicial"
6021789,12,T84.59XD,"Infección y reacción inflamatoria por (debida a) otro tipo de prótesis interna de articulación, contacto sucesivo"
6021790,12,T82.7XXA,"Infección y reacción inflamatoria por (debida a) otros dispositivos, implantes e injertos cardiacos y vasculares, contacto inicial"
6021791,12,T82.7XXD,"Infección y reacción inflamatoria por (debida a) otros dispositivos, implantes e injertos cardiacos y vasculares, contacto sucesivo"
6021792,12,T84.52XA,"Infección y reacción inflamatoria por (debida a) prótesis interna de articulación de cadera izquierda, contacto inicial"
6021793,12,T84.52XD,"Infección y reacción inflamatoria por (debida a) prótesis interna de articulación de cadera izquierda, contacto sucesivo"
6021794,12,T84.52XS,"Infección y reacción inflamatoria por (debida a) prótesis interna de articulación de cadera izquierda, secuela"
6021795,12,T84.50XA,"Infección y reacción inflamatoria por (debida a) prótesis interna de articulación no especificada, contacto inicial"
6021796,12,T84.50XD,"Infección y reacción inflamatoria por (debida a) prótesis interna de articulación no especificada, contacto sucesivo"
6021797,12,T84.50XS,"Infección y reacción inflamatoria por (debida a) prótesis interna de articulación no especificada, secuela"
6021798,12,T84.51XD,"Infección y reacción inflamatoria por (debida a) prótesis interna de cadera derecha, contacto sucesivo"
6021799,12,T84.53XA,"Infección y reacción inflamatoria por (debida a) prótesis interna de rodilla derecha, contacto inicial"
6021800,12,T84.54XA,"Infección y reacción inflamatoria por (debida a) prótesis interna de rodilla izquierda, contacto inicial"
6021801,12,T84.54XD,"Infección y reacción inflamatoria por (debida a) prótesis interna de rodilla izquierda, contacto sucesivo"
6021802,12,T82.6XXA,"Infección y reacción inflamatoria por (debida a) prótesis valvular cardiaca, contacto inicial"
6021803,12,T82.6XXD,"Infección y reacción inflamatoria por (debida a) prótesis valvular cardiaca, contacto sucesivo"
6021804,12,T82.6XXS,"Infección y reacción inflamatoria por (debida a) prótesis valvular cardiaca, secuela"
6021805,12,O23.33,"Infecciones de otras localizaciones del tracto urinario en el embarazo, tercer trimestre"
6021806,12,P39.9,"Infecciones específicas del período perinatal, no especificadas"
6021807,12,O23.01,"Infecciones renales en el embarazo, primer trimestre"
6021808,12,O23.02,"Infecciones renales en el embarazo, segundo trimestre"
6021809,12,O23.03,"Infecciones renales en el embarazo, tercer trimestre"
6021810,12,O23.00,"Infecciones renales en el embarazo, trimestre no especificado"
6021811,12,R45.2,Infelicidad
6021812,12,N46.9,"Infertilidad masculina, no especificada"
6021813,12,H59.40,"Inflamación (infección) de ampolla posprocedimiento, no especificada"
6021814,12,H30.93,"Inflamación coriorretiniana no especificada, bilateral "
6021815,12,H30.92,"Inflamación coriorretiniana no especificada, ojo izquierdo "
6021816,12,H30.90,"Inflamación coriorretiniana no especificada, ojo no especificado "
6021817,12,H30.119,"Inflamación diseminada coriorretiniana de polo posterior, ojo no especificado "
6021818,12,T42.76XA,"Infradosificación de fármacos antiepilépticos e hipnótico-sedantes no especificados, contacto inicial"
6021819,12,T45.1X6A,"Infradosificación de fármacos antineoplásicos e inmunosupresores, contacto inicial"
6021820,12,T43.96XA,"Infradosificación de fármacos psicótropos no especificado, contacto inicial"
6021821,12,T50.906A,"Infradosificación de fármacos, medicamentos y sustancias biológicas no especificados, contacto inicial"
6021822,12,T38.3X6A,"Infradosificación de insulina e hipoglucemiantes orales [antidiabéticos orales], contacto inicial"
6021823,12,T40.3X6A,"Infradosificación de metadona, contacto inicial"
6021824,12,T50.0X6A,"Infradosificación de mineralcorticoides y sus antagonistas, contacto inicial"
6021825,12,T43.596A,"Infradosificación de otros antipsicóticos y neurolépticos, contacto inicial"
6021826,12,Z91.120,Infradosificación intencionada del paciente de la prescripción médica debida a dificultades financieras
6021827,12,Z91.138,Infradosificación no intencionada del paciente de la prescripción médica por otro motivo
6021828,12,D80.5,Inmunodeficiencia con incremento de inmunoglobulina M [IgM]
6021829,12,F51.02,Insomnio de ajuste
6021830,12,G47.01,Insomnio debido a afección médica
6021831,12,F51.05,Insomnio debido a otro trastorno mental
6021832,12,F51.01,Insomnio primario
6021833,12,F51.04,Insomnio psicofisiológico
6021834,12,I50.43,"Insuficiencia cardíaca combinada sistólica (congestiva) y diastólica (congestiva), aguda sobre crónica"
6021835,12,I50.40,"Insuficiencia cardíaca combinada sistólica (congestiva) y diastólica (congestiva), no especificada"
6021836,12,I50.811,Insuficiencia cardíaca derecha aguda
6021837,12,I50.813,Insuficiencia cardíaca derecha aguda sobre crónica
6021838,12,I50.812,Insuficiencia cardíaca derecha crónica
6021839,12,I50.810,"Insuficiencia cardíaca derecha, no especificada"
6021840,12,I50.31,"Insuficiencia cardiaca diastólica (congestiva), aguda"
6021841,12,I50.33,"Insuficiencia cardiaca diastólica (congestiva), aguda sobre crónica"
6021842,12,I50.32,"Insuficiencia cardiaca diastólica (congestiva), crónica"
6021843,12,I50.84,Insuficiencia cardíaca en estadio terminal
6021844,12,I97.130,Insuficiencia cardiaca posprocedimiento después de cirugía cardiaca
6021845,12,I97.131,Insuficiencia cardiaca posprocedimiento después de otros tipos de cirugía
6021846,12,I09.81,Insuficiencia cardiaca reumática
6021847,12,I50.21,"Insuficiencia cardiaca sistólica (congestiva), aguda"
6021848,12,I50.23,"Insuficiencia cardiaca sistólica (congestiva), aguda sobre crónica"
6021849,12,I50.22,"Insuficiencia cardiaca sistólica (congestiva), crónica"
6021850,12,I67.81,Insuficiencia cerebrovascular aguda
6021851,12,E27.40,Insuficiencia corticosuprarrenal no especificada
6021852,12,K72.01,Insuficiencia hepática aguda y subaguda con coma
6021853,12,K70.41,Insuficiencia hepática alcohólica con coma
6021854,12,K70.40,Insuficiencia hepática alcohólica sin coma
6021855,12,K72.11,Insuficiencia hepática crónica con coma
6021856,12,K72.10,Insuficiencia hepática crónica sin coma
6021857,12,K72.91,"Insuficiencia hepática, no especificada, con coma"
6021858,12,K72.90,"Insuficiencia hepática, no especificada, sin coma"
6021859,12,J96.02,Insuficiencia respiratoria aguda con hipercapnia
6021860,12,J95.821,Insuficiencia respiratoria aguda posprocedimiento
6021861,12,J96.22,Insuficiencia respiratoria aguda y crónica con hipercapnia
6021862,12,J96.21,Insuficiencia respiratoria aguda y crónica con hipoxia
6021863,12,J96.20,Insuficiencia respiratoria aguda y crónica no especificada si con hipoxia o con hipercapnia
6021864,12,J96.12,Insuficiencia respiratoria crónica con hipercapnia
6021865,12,J96.11,Insuficiencia respiratoria crónica con hipoxia
6021866,12,J96.10,Insuficiencia respiratoria crónica no especificada si con hipoxia o con hipercapnia
6021867,12,J96.92,"Insuficiencia respiratoria no especificada, con hipercapnia"
6021868,12,J96.91,"Insuficiencia respiratoria no especificada, con hipoxia"
6021869,12,T14.91,Intento de suicidio
6021870,12,T14.91XA,"Intento de suicidio, contacto inicial"
6021871,12,O07.39,Intento fallido de interrupción del embarazo con otras complicaciones
6021872,12,O04.89,Interrupción (inducida) del embarazo con otras complicaciones
6021873,12,Q25.21,Interrupción del arco aórtico
6021874,12,Y35.893A,"Intervención legal con otros medios especificados, sospechoso lesionado, contacto inicial"
6021875,12,K90.41,Intolerancia al gluten no celíaca
6021876,12,T61.01XA,"Intoxicación por Ciguatera (pescado), accidental (no intencionado), contacto inicial"
6021877,12,T61.11XA,"Intoxicación por escómbridos, accidental (no intencionado), contacto inicial"
6021878,12,T88.4XXA,"Intubación fallida o dificultosa, contacto inicial"
6021879,12,H20.021,"Iridociclitis aguda recurrente, ojo derecho "
6021880,12,H20.022,"Iridociclitis aguda recurrente, ojo izquierdo "
6021881,12,H20.029,"Iridociclitis aguda recurrente, ojo no especificado "
6021882,12,H20.00,Iridociclitis aguda y subaguda no especificadas
6021883,12,H20.13,"Iridociclitis crónica, bilateral "
6021884,12,H20.11,"Iridociclitis crónica, ojo derecho "
6021885,12,H20.10,"Iridociclitis crónica, ojo no especificado "
6021886,12,H20.21,"Iridociclitis inducida por el cristalino, ojo derecho "
6021887,12,H20.22,"Iridociclitis inducida por el cristalino, ojo izquierdo "
6021888,12,B00.51,Iridociclitis por herpesvirus
6021889,12,H20.013,"Iridociclitis primaria, bilateral "
6021890,12,H20.011,"Iridociclitis primaria, ojo derecho "
6021891,12,H20.012,"Iridociclitis primaria, ojo izquierdo "
6021892,12,H20.032,"Iridociclitis secundaria infecciosa, ojo izquierdo "
6021893,12,H20.039,"Iridociclitis secundaria infecciosa, ojo no especificado "
6021894,12,H20.043,"Iridociclitis secundaria no infecciosa, bilateral "
6021895,12,H20.041,"Iridociclitis secundaria no infecciosa, ojo derecho "
6021896,12,H20.042,"Iridociclitis secundaria no infecciosa, ojo izquierdo "
6021897,12,H20.049,"Iridociclitis secundaria no infecciosa, ojo no especificado "
6021898,12,R45.4,Irritabilidad e ira
6021899,12,K55.019,"Isquemia aguda (reversible) de intestino delgado, extensión no especificada"
6021900,12,K55.039,"Isquemia aguda (reversible) de intestino grueso, extensión no especificada"
6021901,12,K55.059,"Isquemia aguda (reversible) de intestino, parte y extensión no especificadas"
6021902,12,K55.012,Isquemia aguda (reversible) difusa de intestino delgado
6021903,12,K55.032,Isquemia aguda (reversible) difusa de intestino grueso
6021904,12,K55.052,"Isquemia aguda (reversible) difusa de intestino, parte no especificada"
6021905,12,K55.011,Isquemia aguda (reversible) focal (segmentaria) de intestino delgado
6021906,12,K55.051,"Isquemia aguda (reversible) focal (segmentaria) de intestino, parte no especificada"
6021907,12,I67.82,Isquemia cerebral
6021908,12,T79.6XXA,"Isquemia traumática de músculo, contacto inicial"
6021909,12,Y92.126,Jardín o patio de residencia de ancianos como lugar del acontecimiento de la causa externa
6021910,12,Y92.007,"Jardín o patio de residencia no institucional (privada) no especificada, como lugar del acontecimiento de la causa externa"
6021911,12,V80.010A,"Jinete lesionado por caída o por ser arrojado desde caballo en un accidente sin colisión, contacto inicial"
6021912,12,V80.010D,"Jinete lesionado por caída o por ser arrojado desde caballo en un accidente sin colisión, contacto sucesivo"
6021913,12,M21.612,Juanete de pie izquierdo
6021914,12,M21.619,Juanete de pie no especificado
6021915,12,H83.02,"Laberintitis, oído izquierdo"
6021916,12,H83.09,"Laberintitis, oído no especificado"
6021917,1,749.10,Labio leporino sin especificado
6021918,12,H02.214,"Lagoftalmos cicatricial, ojo izquierdo, párpado superior"
6021919,12,H02.20C,"Lagoftalmos no especificado, bilateral, párpados superiores e inferiores"
6021920,12,H02.202,"Lagoftalmos no especificado, ojo derecho, párpado inferior"
6021921,12,H02.203,"Lagoftalmos no especificado, ojo derecho, párpado no especificado"
6021922,12,H02.201,"Lagoftalmos no especificado, ojo derecho, párpado superior"
